,date,balance,account
603,2024-12-06,-5017.660000000004,Account #1111
604,2024-12-07,-5243.310000000004,Account #1111
605,2024-12-08,-5377.510000000004,Account #1111
606,2024-12-10,-5377.510000000004,Account #1111
607,2024-12-11,-5377.510000000004,Account #1111
608,2024-12-12,-5377.510000000004,Account #1111
609,2024-12-13,-5435.340000000004,Account #1111
610,2024-12-14,-5435.340000000004,Account #1111
611,2024-12-15,-5435.340000000004,Account #1111
612,2024-12-16,-5435.340000000004,Account #1111
613,2024-12-19,-5435.340000000004,Account #1111
614,2024-12-21,-5465.090000000004,Account #1111
615,2024-12-22,-5465.090000000004,Account #1111
616,2024-12-23,-5465.090000000004,Account #1111
617,2024-12-24,-5853.350000000004,Account #1111
618,2024-12-25,-5853.350000000004,Account #1111
619,2024-12-26,-5899.970000000004,Account #1111
620,2024-12-27,-6137.990000000004,Account #1111
621,2024-12-28,-6794.410000000004,Account #1111
622,2024-12-30,-6794.410000000004,Account #1111
623,2024-12-31,-6794.410000000004,Account #1111
624,2025-01-01,5169.119999999995,Account #1111
625,2025-01-02,5071.769999999995,Account #1111
626,2025-01-03,4728.179999999995,Account #1111
627,2025-01-04,4728.179999999995,Account #1111
628,2025-01-05,4728.179999999995,Account #1111
629,2025-01-06,4728.179999999995,Account #1111
630,2025-01-07,4624.259999999995,Account #1111
631,2025-01-08,4624.259999999995,Account #1111
632,2025-01-10,3746.929999999995,Account #1111
633,2025-01-11,4065.699999999995,Account #1111
634,2025-01-12,3987.709999999995,Account #1111
635,2025-01-13,3987.709999999995,Account #1111
636,2025-01-14,3987.709999999995,Account #1111
637,2025-01-15,3987.709999999995,Account #1111
638,2025-01-17,4847.4599999999955,Account #1111
639,2025-01-18,4847.4599999999955,Account #1111
640,2025-01-20,4847.4599999999955,Account #1111
641,2025-01-21,4847.4599999999955,Account #1111
642,2025-01-22,4748.889999999996,Account #1111
643,2025-01-23,4748.889999999996,Account #1111
644,2025-01-24,4748.889999999996,Account #1111
645,2025-01-25,4748.889999999996,Account #1111
646,2025-01-26,4604.479999999996,Account #1111
647,2025-01-27,4604.479999999996,Account #1111
648,2025-01-28,4604.479999999996,Account #1111
649,2025-01-29,4604.479999999996,Account #1111
650,2025-01-30,4604.479999999996,Account #1111
651,2025-01-31,4134.279999999996,Account #1111
652,2025-02-01,4134.279999999996,Account #1111
653,2025-02-02,4134.279999999996,Account #1111
654,2025-02-03,4134.279999999996,Account #1111
655,2025-02-04,4134.279999999996,Account #1111
656,2025-02-05,16104.289999999997,Account #1111
657,2025-02-06,16104.289999999997,Account #1111
658,2025-02-07,15474.829999999998,Account #1111
659,2025-02-08,15149.519999999999,Account #1111
660,2025-02-09,15073.939999999999,Account #1111
661,2025-02-10,14847.899999999998,Account #1111
662,2025-02-11,14793.029999999997,Account #1111
663,2025-02-12,14079.239999999998,Account #1111
664,2025-02-15,13988.639999999998,Account #1111
665,2025-02-16,13988.639999999998,Account #1111
666,2025-02-17,13691.929999999998,Account #1111
667,2025-02-19,13691.929999999998,Account #1111
668,2025-02-20,13461.099999999999,Account #1111
669,2025-02-22,13275.21,Account #1111
670,2025-02-23,13275.21,Account #1111
671,2025-02-24,13275.21,Account #1111
672,2025-02-25,13240.369999999999,Account #1111
673,2025-02-26,13154.66,Account #1111
674,2025-02-27,13076.94,Account #1111
675,2025-03-01,13036.94,Account #1111
676,2025-03-03,13036.94,Account #1111
677,2025-03-04,12976.94,Account #1111
678,2025-03-05,24876.940000000002,Account #1111
679,2025-03-06,24876.940000000002,Account #1111
680,2025-03-07,24458.910000000003,Account #1111
681,2025-03-08,24294.640000000003,Account #1111
682,2025-03-09,24264.110000000004,Account #1111
683,2025-03-10,24264.110000000004,Account #1111
684,2025-03-11,24183.070000000003,Account #1111
685,2025-03-12,23994.260000000002,Account #1111
686,2025-03-13,23740.79,Account #1111
687,2025-03-14,23740.79,Account #1111
688,2025-03-15,23740.79,Account #1111
689,2025-03-16,23740.79,Account #1111
690,2025-03-17,23412.21,Account #1111
691,2025-03-19,23412.21,Account #1111
692,2025-03-20,23329.51,Account #1111
693,2025-03-21,23052.51,Account #1111
694,2025-03-22,22716.079999999998,Account #1111
695,2025-03-23,22716.079999999998,Account #1111
696,2025-03-25,22716.079999999998,Account #1111
697,2025-03-26,22716.079999999998,Account #1111
698,2025-03-27,22645.649999999998,Account #1111
699,2025-03-28,22482.89,Account #1111
700,2025-03-29,22482.89,Account #1111
701,2025-03-31,22482.89,Account #1111
702,2025-04-01,34482.89,Account #1111
703,2025-04-02,34348.78,Account #1111
704,2025-04-03,34348.78,Account #1111
705,2025-04-04,34266.02,Account #1111
706,2025-04-05,34266.02,Account #1111
707,2025-04-06,33922.35,Account #1111
708,2025-04-07,33585.24,Account #1111
709,2025-04-08,33437.97,Account #1111
710,2025-04-09,33405.89,Account #1111
711,2025-04-10,33405.89,Account #1111
712,2025-04-12,33245.579999999994,Account #1111
713,2025-04-13,33245.579999999994,Account #1111
714,2025-04-14,33245.579999999994,Account #1111
715,2025-04-15,33245.579999999994,Account #1111
716,2025-04-17,33245.579999999994,Account #1111
717,2025-04-18,33014.06,Account #1111
718,2025-04-19,32900.759999999995,Account #1111
719,2025-04-20,32900.759999999995,Account #1111
720,2025-04-21,32877.67999999999,Account #1111
721,2025-04-26,32877.67999999999,Account #1111
722,2025-04-27,32877.67999999999,Account #1111
723,2025-04-28,32877.67999999999,Account #1111
724,2025-04-29,32877.67999999999,Account #1111
725,2025-04-30,32693.759999999995,Account #1111
726,2025-05-01,32157.209999999995,Account #1111
727,2025-05-02,32050.289999999997,Account #1111
728,2025-05-03,32050.289999999997,Account #1111
729,2025-05-04,32050.289999999997,Account #1111
730,2025-05-05,31775.959999999995,Account #1111
731,2025-05-06,31775.959999999995,Account #1111
732,2025-05-10,31736.949999999997,Account #1111
733,2025-05-12,31736.949999999997,Account #1111
734,2025-05-13,31104.18,Account #1111
735,2025-05-14,31052.31,Account #1111
736,2025-05-15,31014.370000000003,Account #1111
737,2025-05-16,30830.4,Account #1111
738,2025-05-17,29652.300000000003,Account #1111
739,2025-05-18,29585.510000000002,Account #1111
740,2025-05-19,29585.510000000002,Account #1111
741,2025-05-20,30188.560000000005,Account #1111
742,2025-05-21,30154.130000000005,Account #1111
743,2025-05-22,30154.130000000005,Account #1111
744,2025-05-23,29869.730000000003,Account #1111
745,2025-05-24,29869.730000000003,Account #1111
746,2025-05-25,29869.730000000003,Account #1111
747,2025-05-26,29869.730000000003,Account #1111
748,2025-05-27,29832.790000000005,Account #1111
749,2025-05-28,29768.270000000004,Account #1111
750,2025-05-29,29768.270000000004,Account #1111
751,2025-05-30,29515.630000000005,Account #1111
752,2025-06-01,28102.000000000004,Account #1111
753,2025-06-02,28102.000000000004,Account #1111
754,2025-06-03,27899.320000000003,Account #1111
755,2025-06-04,27719.020000000004,Account #1111
756,2025-06-05,39686.33,Account #1111
757,2025-06-06,39621.48,Account #1111
758,2025-06-07,39552.97,Account #1111
759,2025-06-08,39552.97,Account #1111
760,2025-06-09,39287.47,Account #1111
761,2025-06-10,39287.47,Account #1111
762,2025-06-11,39287.47,Account #1111
763,2025-06-12,39194.44,Account #1111
764,2025-06-13,39026.18,Account #1111
765,2025-06-14,39014.72,Account #1111
766,2025-06-15,39014.72,Account #1111
767,2025-06-18,39014.72,Account #1111
768,2025-06-20,38772.990000000005,Account #1111
769,2025-06-22,38772.990000000005,Account #1111
770,2025-06-23,38772.990000000005,Account #1111
771,2025-06-24,38494.83,Account #1111
772,2025-06-26,38494.83,Account #1111
773,2025-06-27,38371.22,Account #1111
774,2025-06-28,38253.33,Account #1111
775,2025-06-29,38329.08,Account #1111
776,2025-06-30,38329.08,Account #1111
777,2025-07-01,38329.08,Account #1111
778,2025-07-03,38289.08,Account #1111
779,2025-07-04,36969.08,Account #1111
780,2025-07-05,48969.08,Account #1111
781,2025-07-07,48969.08,Account #1111
782,2025-07-08,48969.08,Account #1111
783,2025-07-09,48969.08,Account #1111
784,2025-07-10,48969.08,Account #1111
785,2025-07-11,48894.07,Account #1111
786,2025-07-13,48894.07,Account #1111
787,2025-07-14,48603.73,Account #1111
788,2025-07-15,48603.73,Account #1111
789,2025-07-16,48603.73,Account #1111
790,2025-07-17,48603.73,Account #1111
791,2025-07-18,47705.39000000001,Account #1111
792,2025-07-19,47705.39000000001,Account #1111
793,2025-07-20,47670.29000000001,Account #1111
794,2025-07-21,47587.07000000001,Account #1111
795,2025-07-22,47587.07000000001,Account #1111
796,2025-07-23,47521.770000000004,Account #1111
797,2025-07-24,47521.770000000004,Account #1111
798,2025-07-26,47477.23,Account #1111
799,2025-07-27,46856.030000000006,Account #1111
800,2025-07-28,46768.00000000001,Account #1111
801,2025-07-29,46768.00000000001,Account #1111
802,2025-07-31,46547.65000000001,Account #1111
803,2025-08-01,46356.170000000006,Account #1111
804,2025-08-02,46356.170000000006,Account #1111
805,2025-08-03,46356.170000000006,Account #1111
806,2025-08-04,46356.170000000006,Account #1111
807,2025-08-05,45560.12000000001,Account #1111
808,2025-08-07,45560.12000000001,Account #1111
809,2025-08-08,45560.12000000001,Account #1111
810,2025-08-09,45560.12000000001,Account #1111
811,2025-08-10,45468.11000000001,Account #1111
812,2025-08-12,45389.030000000006,Account #1111
813,2025-08-13,45389.030000000006,Account #1111
814,2025-08-14,45339.200000000004,Account #1111
815,2025-08-15,45339.200000000004,Account #1111
816,2025-08-16,45339.200000000004,Account #1111
817,2025-08-17,45339.200000000004,Account #1111
818,2025-08-19,45562.19,Account #1111
819,2025-08-20,45359.51,Account #1111
820,2025-08-21,45359.51,Account #1111
821,2025-08-22,44576.43,Account #1111
822,2025-08-23,44493.51,Account #1111
823,2025-08-24,44456.03,Account #1111
824,2025-08-25,44379.92,Account #1111
825,2025-08-26,44248.88,Account #1111
826,2025-08-27,44056.86,Account #1111
827,2025-08-28,43896.26,Account #1111
828,2025-08-30,43641.79,Account #1111
829,2025-08-31,43641.79,Account #1111
830,2025-09-01,43641.79,Account #1111
831,2025-09-02,43641.79,Account #1111
832,2025-09-03,43641.79,Account #1111
833,2025-09-04,43641.79,Account #1111
834,2025-09-05,43621.79,Account #1111
835,2025-09-06,43563.5,Account #1111
836,2025-09-07,43563.5,Account #1111
837,2025-09-09,43563.5,Account #1111
838,2025-09-10,43563.5,Account #1111
839,2025-09-11,43320.35,Account #1111
840,2025-09-14,43106.03999999999,Account #1111
841,2025-09-15,43106.03999999999,Account #1111
842,2025-09-16,43106.03999999999,Account #1111
843,2025-09-18,43062.479999999996,Account #1111
844,2025-09-20,43062.479999999996,Account #1111
845,2025-09-21,43040.149999999994,Account #1111
846,2025-09-22,43448.329999999994,Account #1111
847,2025-09-23,43448.329999999994,Account #1111
848,2025-09-24,43251.97999999999,Account #1111
849,2025-09-25,43251.97999999999,Account #1111
850,2025-09-26,42862.66999999999,Account #1111
851,2025-09-27,42839.11999999999,Account #1111
852,2025-09-28,42741.96999999999,Account #1111
853,2025-09-29,42741.96999999999,Account #1111
854,2025-09-30,42741.96999999999,Account #1111
855,2025-10-01,42741.96999999999,Account #1111
856,2025-10-02,54552.859999999986,Account #1111
857,2025-10-03,54552.859999999986,Account #1111
858,2025-10-04,53295.179999999986,Account #1111
859,2025-10-05,53295.179999999986,Account #1111
860,2025-10-07,53295.179999999986,Account #1111
861,2025-10-08,52910.62999999998,Account #1111
862,2025-10-09,52877.099999999984,Account #1111
863,2025-10-10,52800.359999999986,Account #1111
864,2025-10-11,52753.499999999985,Account #1111
865,2025-10-13,52715.64999999999,Account #1111
866,2025-10-14,52715.64999999999,Account #1111
867,2025-10-15,51888.039999999986,Account #1111
868,2025-10-18,51756.96999999999,Account #1111
869,2025-10-19,51756.96999999999,Account #1111
870,2025-10-20,51631.58999999999,Account #1111
871,2025-10-21,51532.52999999999,Account #1111
872,2025-10-22,51532.52999999999,Account #1111
873,2025-10-23,51532.52999999999,Account #1111
874,2025-10-24,51532.52999999999,Account #1111
875,2025-10-27,51445.49999999999,Account #1111
876,2025-10-28,50612.969999999994,Account #1111
877,2025-10-30,49963.56999999999,Account #1111
878,2025-10-31,49731.939999999995,Account #1111
879,2025-11-01,49648.579999999994,Account #1111
880,2025-11-02,49648.579999999994,Account #1111
881,2025-11-03,49178.56,Account #1111
882,2025-11-04,49178.56,Account #1111
883,2025-11-05,49178.56,Account #1111
884,2025-11-06,49178.56,Account #1111
885,2025-11-07,48879.04,Account #1111
886,2025-11-09,47991.39,Account #1111
887,2025-11-11,47991.39,Account #1111
888,2025-11-12,47901.63,Account #1111
889,2025-11-13,47084.02,Account #1111
890,2025-11-15,47029.619999999995,Account #1111
891,2025-11-16,47029.619999999995,Account #1111
892,2025-11-17,46211.5,Account #1111
893,2025-11-18,46211.5,Account #1111
894,2025-11-19,46211.5,Account #1111
895,2025-11-20,46211.5,Account #1111
896,2025-11-21,45929.22,Account #1111
897,2025-11-23,45828.55,Account #1111
898,2025-11-24,45828.55,Account #1111
899,2025-11-25,45685.630000000005,Account #1111
900,2025-11-26,45685.630000000005,Account #1111
901,2023-01-01,-97.55,Account #2222
902,2023-01-02,-137.55,Account #2222
903,2023-01-03,-234.81,Account #2222
904,2023-01-04,-285.77,Account #2222
905,2023-01-05,-376.41999999999996,Account #2222
906,2023-01-06,-376.41999999999996,Account #2222
907,2023-01-07,-685.9799999999999,Account #2222
908,2023-01-08,-685.9799999999999,Account #2222
909,2023-01-09,-904.31,Account #2222
910,2023-01-10,-982.81,Account #2222
911,2023-01-11,-1139.1,Account #2222
912,2023-01-12,-1415.1399999999999,Account #2222
913,2023-01-13,-1425.81,Account #2222
914,2023-01-14,-1547.71,Account #2222
915,2023-01-15,-1742.6200000000001,Account #2222
916,2023-01-17,-1742.6200000000001,Account #2222
917,2023-01-18,-1778.5800000000002,Account #2222
918,2023-01-19,-1778.5800000000002,Account #2222
919,2023-01-20,-1778.5800000000002,Account #2222
920,2023-01-22,-2148.84,Account #2222
921,2023-01-23,-2249.17,Account #2222
922,2023-01-24,-2249.17,Account #2222
923,2023-01-25,-2378.2400000000002,Account #2222
924,2023-01-26,-2404.6400000000003,Account #2222
925,2023-01-27,-2404.6400000000003,Account #2222
926,2023-01-28,-2404.6400000000003,Account #2222
927,2023-01-29,-2404.6400000000003,Account #2222
928,2023-01-30,-2435.6000000000004,Account #2222
929,2023-02-01,-2435.6000000000004,Account #2222
930,2023-02-03,9564.4,Account #2222
931,2023-02-04,9479.14,Account #2222
932,2023-02-05,8184.76,Account #2222
933,2023-02-06,8184.76,Account #2222
934,2023-02-08,8122.79,Account #2222
935,2023-02-10,8050.64,Account #2222
936,2023-02-12,8050.64,Account #2222
937,2023-02-13,8050.64,Account #2222
938,2023-02-14,7534.150000000001,Account #2222
939,2023-02-15,7429.6,Account #2222
940,2023-02-16,6817.1,Account #2222
941,2023-02-17,6685.610000000001,Account #2222
942,2023-02-19,6685.610000000001,Account #2222
943,2023-02-20,5907.7300000000005,Account #2222
944,2023-02-21,5907.7300000000005,Account #2222
945,2023-02-22,5932.84,Account #2222
946,2023-02-23,5932.84,Account #2222
947,2023-02-24,5791.58,Account #2222
948,2023-02-25,5791.58,Account #2222
949,2023-02-26,5540.0,Account #2222
950,2023-02-27,5540.0,Account #2222
951,2023-03-01,5473.64,Account #2222
952,2023-03-02,4548.72,Account #2222
953,2023-03-03,4470.22,Account #2222
954,2023-03-04,4470.22,Account #2222
955,2023-03-05,4470.22,Account #2222
956,2023-03-06,4470.22,Account #2222
957,2023-03-07,4470.22,Account #2222
958,2023-03-08,4470.22,Account #2222
959,2023-03-09,4310.240000000001,Account #2222
960,2023-03-10,4310.240000000001,Account #2222
961,2023-03-11,4040.2700000000004,Account #2222
962,2023-03-12,3597.9200000000005,Account #2222
963,2023-03-13,3597.9200000000005,Account #2222
964,2023-03-14,3597.9200000000005,Account #2222
965,2023-03-16,4448.81,Account #2222
966,2023-03-17,4448.81,Account #2222
967,2023-03-18,4318.02,Account #2222
968,2023-03-20,4142.34,Account #2222
969,2023-03-21,4142.34,Account #2222
970,2023-03-22,4048.9,Account #2222
971,2023-03-23,4006.63,Account #2222
972,2023-03-24,4006.63,Account #2222
973,2023-03-25,4006.63,Account #2222
974,2023-03-27,4006.63,Account #2222
975,2023-03-28,3872.7400000000002,Account #2222
976,2023-03-29,3872.7400000000002,Account #2222
977,2023-03-31,3872.7400000000002,Account #2222
978,2023-04-01,3752.7400000000002,Account #2222
979,2023-04-02,3736.6600000000003,Account #2222
980,2023-04-03,3736.6600000000003,Account #2222
981,2023-04-04,2536.6600000000003,Account #2222
982,2023-04-05,14496.66,Account #2222
983,2023-04-06,14496.66,Account #2222
984,2023-04-07,14496.66,Account #2222
985,2023-04-08,13876.810000000001,Account #2222
986,2023-04-11,13876.810000000001,Account #2222
987,2023-04-12,14155.150000000001,Account #2222
988,2023-04-13,14155.150000000001,Account #2222
989,2023-04-15,13595.060000000001,Account #2222
990,2023-04-16,13555.390000000001,Account #2222
991,2023-04-17,12211.970000000001,Account #2222
992,2023-04-18,12068.560000000001,Account #2222
993,2023-04-19,11504.450000000003,Account #2222
994,2023-04-20,11438.610000000002,Account #2222
995,2023-04-21,11438.610000000002,Account #2222
996,2023-04-22,11182.130000000003,Account #2222
997,2023-04-24,11182.130000000003,Account #2222
998,2023-04-25,11109.040000000003,Account #2222
999,2023-04-26,11109.040000000003,Account #2222
1000,2023-04-27,11109.040000000003,Account #2222
1001,2023-04-28,11109.040000000003,Account #2222
1002,2023-04-29,11109.040000000003,Account #2222
1003,2023-05-01,11109.040000000003,Account #2222
1004,2023-05-02,23109.04,Account #2222
1005,2023-05-03,22934.88,Account #2222
1006,2023-05-04,22934.88,Account #2222
1007,2023-05-05,22934.88,Account #2222
1008,2023-05-06,22934.88,Account #2222
1009,2023-05-08,22832.010000000002,Account #2222
1010,2023-05-10,22832.010000000002,Account #2222
1011,2023-05-11,23152.350000000002,Account #2222
1012,2023-05-12,23152.350000000002,Account #2222
1013,2023-05-14,23057.230000000003,Account #2222
1014,2023-05-15,22873.360000000004,Account #2222
1015,2023-05-16,22806.390000000003,Account #2222
1016,2023-05-17,22709.110000000004,Account #2222
1017,2023-05-19,22709.110000000004,Account #2222
1018,2023-05-20,22664.840000000004,Account #2222
1019,2023-05-21,22495.280000000002,Account #2222
1020,2023-05-22,22447.4,Account #2222
1021,2023-05-23,22447.4,Account #2222
1022,2023-05-24,22242.55,Account #2222
1023,2023-05-25,22063.219999999998,Account #2222
1024,2023-05-26,22063.219999999998,Account #2222
1025,2023-05-27,21764.809999999998,Account #2222
1026,2023-05-29,21764.809999999998,Account #2222
1027,2023-05-30,21764.809999999998,Account #2222
1028,2023-06-01,21111.769999999997,Account #2222
1029,2023-06-02,33111.77,Account #2222
1030,2023-06-03,33011.77,Account #2222
1031,2023-06-04,33011.77,Account #2222
1032,2023-06-05,33011.77,Account #2222
1033,2023-06-06,32338.01,Account #2222
1034,2023-06-07,32338.01,Account #2222
1035,2023-06-08,32338.01,Account #2222
1036,2023-06-09,32255.789999999997,Account #2222
1037,2023-06-10,32199.639999999996,Account #2222
1038,2023-06-11,32101.419999999995,Account #2222
1039,2023-06-12,31838.099999999995,Account #2222
1040,2023-06-14,31838.099999999995,Account #2222
1041,2023-06-15,31838.099999999995,Account #2222
1042,2023-06-16,32220.559999999994,Account #2222
1043,2023-06-17,31669.359999999993,Account #2222
1044,2023-06-18,31381.359999999993,Account #2222
1045,2023-06-19,31260.799999999992,Account #2222
1046,2023-06-20,31170.789999999994,Account #2222
1047,2023-06-21,31102.539999999994,Account #2222
1048,2023-06-22,30916.599999999995,Account #2222
1049,2023-06-23,30916.599999999995,Account #2222
1050,2023-06-24,30740.339999999997,Account #2222
1051,2023-06-25,30471.839999999997,Account #2222
1052,2023-06-26,30471.839999999997,Account #2222
1053,2023-06-27,30471.839999999997,Account #2222
1054,2023-06-28,30426.899999999998,Account #2222
1055,2023-07-01,30386.899999999998,Account #2222
1056,2023-07-02,30386.899999999998,Account #2222
1057,2023-07-03,30255.55,Account #2222
1058,2023-07-04,30185.1,Account #2222
1059,2023-07-05,30185.1,Account #2222
1060,2023-07-06,30090.199999999997,Account #2222
1061,2023-07-07,30090.199999999997,Account #2222
1062,2023-07-08,29589.079999999994,Account #2222
1063,2023-07-10,29442.649999999994,Account #2222
1064,2023-07-11,29385.579999999994,Account #2222
1065,2023-07-12,28703.109999999993,Account #2222
1066,2023-07-13,28436.62999999999,Account #2222
1067,2023-07-14,28436.62999999999,Account #2222
1068,2023-07-15,28436.62999999999,Account #2222
1069,2023-07-16,27330.96999999999,Account #2222
1070,2023-07-18,27330.96999999999,Account #2222
1071,2023-07-19,27330.96999999999,Account #2222
1072,2023-07-21,27305.46999999999,Account #2222
1073,2023-07-22,27210.32999999999,Account #2222
1074,2023-07-23,27210.32999999999,Account #2222
1075,2023-07-24,27088.15999999999,Account #2222
1076,2023-07-25,27088.15999999999,Account #2222
1077,2023-07-26,26920.14999999999,Account #2222
1078,2023-07-27,26920.14999999999,Account #2222
1079,2023-07-28,26920.14999999999,Account #2222
1080,2023-07-29,26920.14999999999,Account #2222
1081,2023-07-30,26891.549999999992,Account #2222
1082,2023-07-31,26891.549999999992,Account #2222
1083,2023-08-01,26606.699999999993,Account #2222
1084,2023-08-02,26606.699999999993,Account #2222
1085,2023-08-03,26593.239999999994,Account #2222
1086,2023-08-04,26452.599999999995,Account #2222
1087,2023-08-05,26145.309999999994,Account #2222
1088,2023-08-06,26082.179999999993,Account #2222
1089,2023-08-07,26082.179999999993,Account #2222
1090,2023-08-08,25942.839999999993,Account #2222
1091,2023-08-10,25842.569999999992,Account #2222
1092,2023-08-11,25744.169999999995,Account #2222
1093,2023-08-12,25744.169999999995,Account #2222
1094,2023-08-13,25744.169999999995,Account #2222
1095,2023-08-14,25666.869999999995,Account #2222
1096,2023-08-15,25666.869999999995,Account #2222
1097,2023-08-16,24948.829999999994,Account #2222
1098,2023-08-17,24935.619999999995,Account #2222
1099,2023-08-19,24470.469999999998,Account #2222
1100,2023-08-20,24407.82,Account #2222
1101,2023-08-21,24263.5,Account #2222
1102,2023-08-22,24263.5,Account #2222
1103,2023-08-23,24110.07,Account #2222
1104,2023-08-24,23628.93,Account #2222
1105,2023-08-25,23628.93,Account #2222
1106,2023-08-26,23628.93,Account #2222
1107,2023-08-27,23163.11,Account #2222
1108,2023-08-30,22766.59,Account #2222
1109,2023-08-31,22730.96,Account #2222
1110,2023-09-01,21260.93,Account #2222
1111,2023-09-02,21260.93,Account #2222
1112,2023-09-03,20981.43,Account #2222
1113,2023-09-04,20855.77,Account #2222
1114,2023-09-05,20813.75,Account #2222
1115,2023-09-06,20374.9,Account #2222
1116,2023-09-07,20154.57,Account #2222
1117,2023-09-08,20091.72,Account #2222
1118,2023-09-09,19912.420000000002,Account #2222
1119,2023-09-10,20290.420000000002,Account #2222
1120,2023-09-11,20290.420000000002,Account #2222
1121,2023-09-12,20178.79,Account #2222
1122,2023-09-13,20051.54,Account #2222
1123,2023-09-14,20051.54,Account #2222
1124,2023-09-15,19979.420000000002,Account #2222
1125,2023-09-16,19669.38,Account #2222
1126,2023-09-17,19632.79,Account #2222
1127,2023-09-18,19038.59,Account #2222
1128,2023-09-19,19038.59,Account #2222
1129,2023-09-20,18899.6,Account #2222
1130,2023-09-21,18899.6,Account #2222
1131,2023-09-22,18789.68,Account #2222
1132,2023-09-23,18789.68,Account #2222
1133,2023-09-24,18507.95,Account #2222
1134,2023-09-25,18501.81,Account #2222
1135,2023-09-26,18363.56,Account #2222
1136,2023-09-27,17837.16,Account #2222
1137,2023-09-28,17837.16,Account #2222
1138,2023-09-29,17837.16,Account #2222
1139,2023-10-01,17458.99,Account #2222
1140,2023-10-02,29418.99,Account #2222
1141,2023-10-03,29271.27,Account #2222
1142,2023-10-04,29271.27,Account #2222
1143,2023-10-05,29271.27,Account #2222
1144,2023-10-07,29243.38,Account #2222
1145,2023-10-08,29243.38,Account #2222
1146,2023-10-10,28996.58,Account #2222
1147,2023-10-11,28960.24,Account #2222
1148,2023-10-13,28960.24,Account #2222
1149,2023-10-14,28620.5,Account #2222
1150,2023-10-16,28620.5,Account #2222
1151,2023-10-17,28544.83,Account #2222
1152,2023-10-18,28280.760000000002,Account #2222
1153,2023-10-19,28252.45,Account #2222
1154,2023-10-20,28085.79,Account #2222
1155,2023-10-21,28018.58,Account #2222
1156,2023-10-23,28018.58,Account #2222
1157,2023-10-24,27808.230000000003,Account #2222
1158,2023-10-25,27786.510000000002,Account #2222
1159,2023-10-26,27786.510000000002,Account #2222
1160,2023-10-27,27786.510000000002,Account #2222
1161,2023-10-28,27733.18,Account #2222
1162,2023-10-29,27590.43,Account #2222
1163,2023-10-30,27533.53,Account #2222
1164,2023-10-31,26799.26,Account #2222
1165,2023-11-01,26799.26,Account #2222
1166,2023-11-02,26743.12,Account #2222
1167,2023-11-03,26703.12,Account #2222
1168,2023-11-04,27034.969999999998,Account #2222
1169,2023-11-05,27034.969999999998,Account #2222
1170,2023-11-06,27034.969999999998,Account #2222
1171,2023-11-07,26845.199999999997,Account #2222
1172,2023-11-08,26845.199999999997,Account #2222
1173,2023-11-09,26781.239999999998,Account #2222
1174,2023-11-10,26781.239999999998,Account #2222
1175,2023-11-11,26319.809999999998,Account #2222
1176,2023-11-12,26319.809999999998,Account #2222
1177,2023-11-13,25224.76,Account #2222
1178,2023-11-14,25224.76,Account #2222
1179,2023-11-15,25199.78,Account #2222
1180,2023-11-17,25199.78,Account #2222
1181,2023-11-18,25138.86,Account #2222
1182,2023-11-19,25088.12,Account #2222
1183,2023-11-20,25003.7,Account #2222
1184,2023-11-21,24947.7,Account #2222
1185,2023-11-22,24429.030000000002,Account #2222
1186,2023-11-23,24429.030000000002,Account #2222
1187,2023-11-25,23954.480000000003,Account #2222
1188,2023-11-26,23954.480000000003,Account #2222
1189,2023-11-27,23768.250000000004,Account #2222
1190,2023-11-28,23768.250000000004,Account #2222
1191,2023-11-29,23768.250000000004,Account #2222
1192,2023-11-30,23562.300000000003,Account #2222
1193,2023-12-01,23562.300000000003,Account #2222
1194,2023-12-02,23562.300000000003,Account #2222
1195,2023-12-03,22362.300000000003,Account #2222
1196,2023-12-04,22854.500000000004,Account #2222
1197,2023-12-05,22854.500000000004,Account #2222
1198,2023-12-06,22581.780000000002,Account #2222
1199,2023-12-07,22581.780000000002,Account #2222
1200,2023-12-08,22523.230000000003,Account #2222
1201,2023-12-09,22523.230000000003,Account #2222
1202,2023-12-10,22523.230000000003,Account #2222
1203,2023-12-11,22471.620000000003,Account #2222
1204,2023-12-12,22393.690000000002,Account #2222
1205,2023-12-13,22393.690000000002,Account #2222
1206,2023-12-14,22393.690000000002,Account #2222
1207,2023-12-15,22250.920000000002,Account #2222
1208,2023-12-16,21349.18,Account #2222
1209,2023-12-17,21349.18,Account #2222
1210,2023-12-18,21135.710000000003,Account #2222
1211,2023-12-19,21085.170000000002,Account #2222
1212,2023-12-20,21085.170000000002,Account #2222
1213,2023-12-23,19914.13,Account #2222
1214,2023-12-24,19914.13,Account #2222
1215,2023-12-25,19842.960000000003,Account #2222
1216,2023-12-26,19810.74,Account #2222
1217,2023-12-27,20012.780000000002,Account #2222
1218,2023-12-28,20012.780000000002,Account #2222
1219,2023-12-29,19471.000000000004,Account #2222
1220,2023-12-30,19328.610000000004,Account #2222
1221,2024-01-02,19322.410000000003,Account #2222
1222,2024-01-03,19322.410000000003,Account #2222
1223,2024-01-04,19143.72,Account #2222
1224,2024-01-05,18965.99,Account #2222
1225,2024-01-06,18811.83,Account #2222
1226,2024-01-07,18811.83,Account #2222
1227,2024-01-10,18811.83,Account #2222
1228,2024-01-11,18811.83,Account #2222
1229,2024-01-13,18811.83,Account #2222
