,date,balance_account_1111,balance_account_2222,balance_account_3333,total_balance
356,2024-02-17,20454.97999999999,16016.09,13226.210000000001,49697.27999999999
357,2024-02-18,20363.46999999999,16016.09,13027.76,49407.31999999999
358,2024-02-19,20190.44999999999,15890.43,13027.76,49108.63999999999
359,2024-02-21,20190.44999999999,15772.800000000001,13027.76,48991.009999999995
360,2024-02-22,20190.44999999999,15755.830000000002,12503.5,48449.77999999999
361,2024-02-23,20039.909999999993,15755.830000000002,12503.5,48299.23999999999
362,2024-02-24,20039.909999999993,15755.830000000002,12473.96,48269.69999999999
363,2024-02-25,20039.909999999993,15755.830000000002,12448.88,48244.61999999999
364,2024-02-26,20039.909999999993,15647.240000000002,11997.859999999999,47685.009999999995
365,2024-02-27,20039.909999999993,15582.850000000002,11197.729999999998,46820.48999999999
366,2024-02-29,19485.089999999993,15582.850000000002,11197.729999999998,46265.66999999999
367,2024-03-01,18247.839999999993,15406.160000000002,11197.729999999998,44851.72999999999
368,2024-03-02,18224.149999999994,15406.160000000002,11197.729999999998,44828.03999999999
369,2024-03-03,19159.769999999993,15153.380000000001,11089.409999999998,45402.55999999999
370,2024-03-04,19053.969999999994,27153.38,11089.409999999998,57296.75999999999
371,2024-03-05,19039.239999999994,26686.45,11089.409999999998,56815.09999999999
372,2024-03-06,19039.239999999994,25690.9,9881.369999999999,54611.509999999995
373,2024-03-07,19039.239999999994,25659.640000000003,9748.82,54447.7
374,2024-03-09,18737.039999999994,25599.020000000004,9718.31,54054.369999999995
375,2024-03-11,18737.039999999994,25634.860000000004,9718.31,54090.20999999999
376,2024-03-12,18070.499999999993,24860.150000000005,9718.31,52648.95999999999
377,2024-03-14,18648.11999999999,24826.950000000004,9718.31,53193.37999999999
378,2024-03-15,18530.96999999999,24826.950000000004,9718.31,53076.229999999996
379,2024-03-16,18266.94999999999,24628.040000000005,9718.31,52613.29999999999
380,2024-03-17,17994.68999999999,24504.730000000003,9718.31,52217.729999999996
381,2024-03-18,17354.32999999999,24106.180000000004,9718.31,51178.81999999999
382,2024-03-19,17354.32999999999,23899.480000000003,9718.31,50972.119999999995
383,2024-03-20,17354.32999999999,23753.83,9718.31,50826.46999999999
384,2024-03-22,17354.32999999999,23667.84,9718.31,50740.47999999999
385,2024-03-24,17176.34999999999,22749.420000000002,9718.31,49644.07999999999
386,2024-03-25,16017.379999999992,22749.420000000002,9117.869999999999,47884.67
387,2024-03-26,16017.379999999992,22749.420000000002,9073.619999999999,47840.42
388,2024-03-28,15896.479999999992,22749.420000000002,9073.619999999999,47719.51999999999
389,2024-03-29,15857.849999999993,22749.420000000002,9073.619999999999,47680.89
390,2024-03-30,15757.059999999992,21896.9,9073.619999999999,46727.57999999999
391,2024-03-31,15757.059999999992,21837.11,8919.65,46513.81999999999
392,2024-04-01,15692.869999999992,21837.11,7712.079999999999,45242.06
393,2024-04-02,14452.869999999992,21837.11,19712.079999999998,56002.06
394,2024-04-03,14074.409999999993,21380.33,19632.179999999997,55086.919999999984
395,2024-04-04,13550.259999999991,21380.33,20580.879999999994,55511.46999999999
396,2024-04-05,13304.859999999991,21380.33,20560.879999999994,55246.06999999999
397,2024-04-06,13304.859999999991,21311.880000000005,20560.879999999994,55177.619999999995
398,2024-04-07,12983.979999999992,21195.490000000005,20179.459999999995,54358.92999999999
399,2024-04-08,12983.979999999992,21195.490000000005,20092.159999999996,54271.63
400,2024-04-11,12416.459999999994,21115.410000000003,19525.379999999997,53057.24999999999
401,2024-04-12,12416.459999999994,21115.410000000003,19346.629999999997,52878.49999999999
402,2024-04-13,12274.149999999994,20936.760000000002,19346.629999999997,52557.53999999999
403,2024-04-14,12274.149999999994,20885.120000000003,19108.989999999998,52268.259999999995
404,2024-04-15,12161.449999999993,20885.120000000003,19108.989999999998,52155.55999999999
405,2024-04-16,12161.449999999993,20816.320000000003,18896.17,51873.939999999995
406,2024-04-17,11999.419999999993,20761.08,18896.17,51656.66999999999
407,2024-04-18,11818.179999999993,20761.08,18896.17,51475.42999999999
408,2024-04-19,11767.909999999993,20761.08,18797.62,51326.60999999999
409,2024-04-21,11576.599999999993,20761.08,18729.969999999998,51067.649999999994
410,2024-04-23,11576.599999999993,19755.690000000002,18729.969999999998,50062.259999999995
411,2024-04-24,11576.599999999993,19755.690000000002,18437.859999999997,49770.149999999994
412,2024-04-25,11436.439999999993,19405.620000000003,18404.459999999995,49246.51999999999
413,2024-04-26,11436.439999999993,19366.710000000003,18207.059999999994,49010.20999999999
414,2024-04-27,11436.439999999993,19197.2,18207.059999999994,48840.69999999998
415,2024-04-28,11108.809999999992,19172.75,18207.059999999994,48488.61999999998
416,2024-04-29,11676.519999999993,18481.86,18839.109999999993,48997.48999999999
417,2024-05-01,11676.519999999993,30481.86,18839.109999999993,60997.48999999998
418,2024-05-02,11650.489999999993,30481.86,18839.109999999993,60971.459999999985
419,2024-05-03,11075.849999999993,30320.260000000002,18839.109999999993,60235.21999999999
420,2024-05-05,11000.769999999993,30320.260000000002,17479.109999999993,58800.13999999999
421,2024-05-06,11000.769999999993,30156.660000000003,17479.109999999993,58636.539999999986
422,2024-05-07,10932.289999999994,30156.660000000003,17372.239999999994,58461.18999999999
423,2024-05-09,10932.289999999994,30156.660000000003,17234.569999999992,58323.51999999999
424,2024-05-10,10880.109999999993,30156.660000000003,17234.569999999992,58271.33999999999
425,2024-05-11,10744.129999999994,30156.660000000003,17205.699999999993,58106.48999999999
426,2024-05-13,10744.129999999994,30156.660000000003,16267.789999999994,57168.57999999999
427,2024-05-14,10744.129999999994,30156.660000000003,16212.089999999993,57112.87999999999
428,2024-05-15,10692.649999999994,30041.850000000002,15944.849999999993,56679.34999999999
429,2024-05-16,10522.369999999994,29811.200000000004,15506.879999999994,55840.45
430,2024-05-17,10522.369999999994,29779.040000000005,14716.889999999994,55018.29999999999
431,2024-05-18,10522.369999999994,29739.030000000006,14716.889999999994,54978.28999999999
432,2024-05-19,10522.369999999994,29685.130000000005,14716.889999999994,54924.38999999999
433,2024-05-20,10522.369999999994,29685.130000000005,14548.469999999994,54755.969999999994
434,2024-05-21,10377.629999999994,29685.130000000005,14548.469999999994,54611.22999999999
435,2024-05-22,10255.579999999994,29685.130000000005,14548.469999999994,54489.17999999999
436,2024-05-23,10255.579999999994,29632.580000000005,14273.679999999993,54161.84
437,2024-05-24,10053.929999999995,29057.050000000007,14273.679999999993,53384.659999999996
438,2024-05-27,9913.259999999995,29057.050000000007,14273.679999999993,53243.98999999999
439,2024-05-28,9913.259999999995,29057.050000000007,14218.349999999993,53188.65999999999
440,2024-05-29,9913.259999999995,28736.890000000007,14218.349999999993,52868.49999999999
441,2024-05-30,9913.259999999995,28694.590000000007,14113.869999999994,52721.72
442,2024-05-31,9913.259999999995,28597.13000000001,14009.329999999993,52519.719999999994
443,2024-06-01,9710.529999999995,28477.13000000001,13672.509999999991,51860.17
444,2024-06-02,9710.529999999995,28329.980000000007,13672.509999999991,51713.01999999999
445,2024-06-03,9710.529999999995,40329.98000000001,13672.509999999991,63713.020000000004
446,2024-06-04,8510.529999999995,40329.98000000001,13672.509999999991,62513.020000000004
447,2024-06-07,8467.819999999996,40329.98000000001,13672.509999999991,62470.31
448,2024-06-08,8233.789999999995,40329.98000000001,13672.509999999991,62236.28
449,2024-06-09,8175.009999999996,40329.98000000001,13672.509999999991,62177.5
450,2024-06-10,8054.589999999996,40329.98000000001,13604.119999999992,61988.69
451,2024-06-11,7738.299999999996,40329.98000000001,13017.919999999991,61086.2
452,2024-06-13,7685.9599999999955,40161.76000000001,13017.919999999991,60865.63999999999
453,2024-06-14,7685.9599999999955,40355.350000000006,13017.919999999991,61059.22999999999
454,2024-06-15,7656.689999999995,40355.350000000006,12675.299999999992,60687.34
455,2024-06-16,7548.779999999994,40355.350000000006,12675.299999999992,60579.42999999999
456,2024-06-17,7362.049999999995,39789.22000000001,12594.279999999992,59745.549999999996
457,2024-06-18,7282.149999999995,38985.26000000001,12594.279999999992,58861.689999999995
458,2024-06-19,7282.149999999995,38985.26000000001,12560.23999999999,58827.649999999994
459,2024-06-20,7251.289999999995,38985.26000000001,12560.23999999999,58796.78999999999
460,2024-06-22,7140.409999999995,38770.90000000001,12136.11999999999,58047.42999999999
461,2024-06-24,7072.659999999995,38770.90000000001,11885.51999999999,57729.079999999994
462,2024-06-25,6623.879999999996,38231.100000000006,11839.16999999999,56694.149999999994
463,2024-06-26,6453.099999999996,38231.100000000006,11839.16999999999,56523.369999999995
464,2024-06-27,6453.099999999996,38231.100000000006,11701.409999999989,56385.60999999999
465,2024-06-28,6105.429999999996,38175.100000000006,11701.409999999989,55981.93999999999
466,2024-06-29,5833.759999999996,38053.18000000001,11701.409999999989,55588.34999999999
467,2024-06-30,5719.349999999996,37787.07000000001,11701.409999999989,55207.829999999994
468,2024-07-01,5688.809999999996,37787.07000000001,11701.409999999989,55177.28999999999
469,2024-07-02,4718.689999999996,37787.07000000001,23701.40999999999,66207.16999999998
470,2024-07-03,3518.689999999996,37777.51000000001,23205.04999999999,64501.24999999999
471,2024-07-04,3518.689999999996,37777.51000000001,23165.04999999999,64461.24999999999
472,2024-07-05,3498.689999999996,37677.51000000001,22592.99999999999,63769.2
473,2024-07-06,3487.789999999996,37677.51000000001,22592.99999999999,63758.29999999999
474,2024-07-08,3487.789999999996,37200.23000000001,22401.009999999987,63089.02999999999
475,2024-07-09,3396.9699999999957,37200.23000000001,21416.29999999999,62013.49999999999
476,2024-07-10,3396.9699999999957,37125.140000000014,21416.29999999999,61938.409999999996
477,2024-07-11,3274.7999999999956,37125.140000000014,21351.779999999988,61751.72
478,2024-07-12,3274.7999999999956,37125.140000000014,21226.789999999986,61626.729999999996
479,2024-07-13,3274.7999999999956,37125.140000000014,21068.919999999987,61468.86
480,2024-07-14,3242.3999999999955,37125.140000000014,21049.20999999999,61416.75
481,2024-07-15,3109.1799999999953,36748.92000000001,21049.20999999999,60907.31
482,2024-07-16,3109.1799999999953,36461.09000000002,21049.20999999999,60619.479999999996
483,2024-07-17,3109.1799999999953,36355.99000000002,20781.589999999993,60246.76000000001
484,2024-07-18,2993.399999999995,36317.48000000002,20687.249999999993,59998.130000000005
485,2024-07-19,2977.049999999995,36210.17000000001,20687.249999999993,59874.47
486,2024-07-21,2977.049999999995,36185.78000000001,20046.859999999993,59209.69
487,2024-07-22,2112.049999999995,36185.78000000001,20046.859999999993,58344.69
488,2024-07-23,2112.049999999995,36172.320000000014,20046.859999999993,58331.23
489,2024-07-24,584.8099999999952,36172.320000000014,19780.839999999993,56537.97
490,2024-07-25,474.9099999999952,35897.210000000014,19780.839999999993,56152.96000000001
491,2024-07-26,-556.4400000000048,35716.960000000014,19745.519999999993,54906.04000000001
492,2024-07-27,-233.99000000000484,35716.960000000014,19543.239999999994,55026.21000000001
493,2024-07-28,-233.99000000000484,35567.77000000001,19543.239999999994,54877.020000000004
494,2024-07-29,-233.99000000000484,35336.62000000001,19362.489999999994,54465.119999999995
495,2024-07-31,-233.99000000000484,35336.62000000001,19275.539999999994,54378.17
496,2024-08-01,-397.35000000000485,35336.62000000001,19275.539999999994,54214.81
497,2024-08-02,-445.73000000000485,34988.61000000001,30918.199999999993,65461.08
498,2024-08-03,-1645.7300000000048,34988.61000000001,30724.039999999994,64066.92
499,2024-08-04,-1734.060000000005,34988.61000000001,30724.039999999994,63978.59
500,2024-08-05,-1783.620000000005,34967.740000000005,30724.039999999994,63908.159999999996
501,2024-08-06,-1783.620000000005,34967.740000000005,30683.959999999992,63868.079999999994
502,2024-08-07,-2348.310000000005,34967.740000000005,30683.959999999992,63303.38999999999
503,2024-08-08,-2693.860000000005,34967.740000000005,30543.769999999993,62817.649999999994
504,2024-08-09,-2693.860000000005,34804.22000000001,30543.769999999993,62654.13
505,2024-08-10,-2693.860000000005,34768.30000000001,30543.769999999993,62618.21
506,2024-08-11,-2693.860000000005,34768.30000000001,30492.719999999994,62567.16
507,2024-08-12,-2693.860000000005,34768.30000000001,30456.799999999996,62531.240000000005
508,2024-08-14,-2830.590000000005,34768.30000000001,30456.799999999996,62394.51
509,2024-08-15,-2830.590000000005,34768.30000000001,30325.539999999997,62263.25
510,2024-08-17,-2830.590000000005,34768.30000000001,30300.6,62238.310000000005
511,2024-08-18,-4769.050000000006,34739.08000000001,30265.73,60235.76
512,2024-08-19,-4769.050000000006,34309.100000000006,30265.73,59805.78
513,2024-08-20,-4769.050000000006,34309.100000000006,30188.35,59728.399999999994
514,2024-08-23,-5058.550000000006,34197.600000000006,30096.93,59235.979999999996
515,2024-08-24,-5058.550000000006,34197.600000000006,29703.5,58842.55
516,2024-08-25,-5117.9200000000055,34078.33000000001,29703.5,58663.91
517,2024-08-26,-5310.340000000006,33998.83000000001,29703.5,58391.990000000005
518,2024-08-28,-5310.340000000006,32863.66000000001,29703.5,57256.82000000001
519,2024-08-29,-5444.7100000000055,32863.66000000001,29567.88,56986.83
520,2024-08-30,-5556.950000000005,32863.66000000001,29567.88,56874.59000000001
521,2024-09-01,-5556.950000000005,32422.79000000001,29567.88,56433.72000000001
522,2024-09-02,-5696.950000000005,31222.79000000001,29547.88,55073.72000000001
523,2024-09-03,-5696.950000000005,31198.920000000013,29515.530000000002,55017.500000000015
524,2024-09-04,-5696.950000000005,31198.920000000013,41356.42,66858.39000000001
525,2024-09-05,-5696.950000000005,31070.230000000014,41356.42,66729.70000000001
526,2024-09-06,-5758.800000000006,30614.040000000015,41199.83,66055.07
527,2024-09-07,-6217.450000000005,30614.040000000015,41199.83,65596.42000000001
528,2024-09-08,-6217.450000000005,30163.370000000017,41199.83,65145.750000000015
529,2024-09-09,-6217.450000000005,30163.370000000017,41130.310000000005,65076.23000000002
530,2024-09-10,-6217.450000000005,30086.460000000017,40231.93000000001,64100.94000000002
531,2024-09-11,-6373.5000000000055,30086.460000000017,40212.11000000001,63925.07000000002
532,2024-09-12,-6373.5000000000055,29975.870000000017,40001.46000000001,63603.830000000016
533,2024-09-15,-7417.7500000000055,29975.870000000017,39956.600000000006,62514.720000000016
534,2024-09-16,-7417.7500000000055,29835.58000000002,39956.600000000006,62374.43000000002
535,2024-09-17,-7417.7500000000055,29748.37000000002,39902.76000000001,62233.38000000003
536,2024-09-18,-7518.280000000005,29648.610000000022,39902.76000000001,62033.090000000026
537,2024-09-19,-7518.280000000005,29505.91000000002,39827.21000000001,61814.840000000026
538,2024-09-20,-7518.280000000005,29505.91000000002,39741.51000000001,61729.14000000003
539,2024-09-21,-7518.280000000005,29379.900000000023,39741.51000000001,61603.13000000003
540,2024-09-22,-7518.280000000005,29379.900000000023,39367.38000000001,61229.00000000003
541,2024-09-24,-7518.280000000005,29379.900000000023,39260.180000000015,61121.80000000003
542,2024-09-25,-7811.270000000005,29379.900000000023,39195.92000000001,60764.55000000003
543,2024-09-26,-7811.270000000005,29379.900000000023,38970.320000000014,60538.95000000003
544,2024-09-27,-7811.270000000005,28382.860000000022,38616.45000000001,59188.04000000003
545,2024-09-29,-7811.270000000005,28382.860000000022,38414.97000000001,58986.56000000003
546,2024-09-30,-8480.980000000005,28382.860000000022,38309.560000000005,58211.440000000024
547,2024-10-01,-9680.980000000005,28342.860000000022,37861.950000000004,56523.83000000002
548,2024-10-02,2319.019999999995,28342.860000000022,37861.950000000004,68523.83000000002
549,2024-10-03,2319.019999999995,28296.830000000024,37816.15,68432.00000000003
550,2024-10-04,2125.269999999995,28063.980000000025,37792.25,67981.50000000003
551,2024-10-05,2090.229999999995,28063.980000000025,37792.25,67946.46000000002
552,2024-10-06,1833.159999999995,28036.470000000027,37792.25,67661.88000000002
553,2024-10-07,1833.159999999995,27910.910000000025,37792.25,67536.32000000002
554,2024-10-10,1783.769999999995,27717.600000000024,37749.08,67250.45000000001
555,2024-10-12,1708.659999999995,27633.800000000025,37849.869999999995,67192.33000000002
556,2024-10-13,1708.659999999995,27633.800000000025,37545.259999999995,66887.72000000002
557,2024-10-14,1577.959999999995,27633.800000000025,37545.259999999995,66757.02000000002
558,2024-10-15,1542.3699999999951,27633.800000000025,37446.49999999999,66622.67000000001
559,2024-10-16,1542.3699999999951,27610.340000000026,37446.49999999999,66599.21000000002
560,2024-10-17,1542.3699999999951,27610.340000000026,37397.28999999999,66550.00000000001
561,2024-10-18,1542.3699999999951,27148.560000000027,37397.28999999999,66088.22000000002
562,2024-10-19,1542.3699999999951,26956.450000000026,37397.28999999999,65896.11000000002
563,2024-10-20,1804.629999999995,26094.170000000027,37397.28999999999,65296.09000000001
564,2024-10-21,1804.629999999995,26094.170000000027,37142.63999999999,65041.44000000002
565,2024-10-22,1804.629999999995,26032.71000000003,36381.079999999994,64218.42000000001
566,2024-10-23,1804.629999999995,25850.900000000027,36317.20999999999,63972.74000000001
567,2024-10-24,1339.8199999999952,25777.930000000026,36220.31999999999,63338.070000000014
568,2024-10-25,1339.8199999999952,26006.140000000025,36186.98999999999,63532.95000000001
569,2024-10-26,1261.2099999999953,25951.760000000024,36186.98999999999,63399.96000000001
570,2024-10-27,1261.2099999999953,25951.760000000024,36109.44999999999,63322.42000000001
571,2024-10-28,1034.1699999999953,25951.760000000024,36045.68999999999,63031.62000000001
572,2024-10-30,1034.1699999999953,25926.500000000025,36045.68999999999,63006.36000000001
573,2024-10-31,1034.1699999999953,25725.970000000027,35957.109999999986,62717.25000000001
574,2024-11-01,1034.1699999999953,37507.22000000003,34737.109999999986,73278.50000000001
575,2024-11-02,1034.1699999999953,37507.22000000003,34638.21999999999,73179.61000000002
576,2024-11-03,853.0099999999953,37507.22000000003,34638.21999999999,72998.45000000001
577,2024-11-04,601.5999999999954,37507.22000000003,34429.529999999984,72538.35
578,2024-11-05,601.5999999999954,37110.34000000003,34318.08999999998,72030.03000000001
579,2024-11-06,-348.88000000000466,37110.34000000003,34117.72999999998,70879.19
580,2024-11-07,-490.32000000000465,37110.34000000003,34117.72999999998,70737.75
581,2024-11-09,-490.32000000000465,36969.27000000003,33957.53999999998,70436.49
582,2024-11-11,-1151.0000000000045,36969.27000000003,33957.53999999998,69775.81
583,2024-11-12,-1151.0000000000045,36969.27000000003,33816.03999999998,69634.31
584,2024-11-13,-1184.9000000000046,36808.79000000003,33816.03999999998,69439.93000000001
585,2024-11-14,-1501.6600000000046,36723.48000000003,33686.53999999998,68908.36000000002
586,2024-11-15,-1501.6600000000046,36672.65000000003,33686.53999999998,68857.53
587,2024-11-16,-1501.6600000000046,36601.58000000003,33686.53999999998,68786.46
588,2024-11-18,-1586.9500000000046,36262.21000000003,33606.92999999998,68282.19
589,2024-11-19,-1586.9500000000046,36038.870000000024,33606.92999999998,68058.85
590,2024-11-20,-1586.9500000000046,36038.870000000024,33358.299999999974,67810.22
591,2024-11-21,-1680.1000000000047,35931.49000000003,33311.229999999974,67562.62
592,2024-11-24,-1680.1000000000047,35931.49000000003,33232.339999999975,67483.73
593,2024-11-25,-1680.1000000000047,35802.40000000002,31424.459999999974,65546.76
594,2024-11-26,-1766.7500000000048,35968.120000000024,31265.229999999974,65466.59999999999
595,2024-11-28,-2355.810000000005,35968.120000000024,31220.249999999975,64832.56
596,2024-11-29,-2853.160000000005,35968.120000000024,31220.249999999975,64335.20999999999
597,2024-11-30,-3105.9200000000046,35773.760000000024,31220.249999999975,63888.09
598,2024-12-01,-4718.840000000005,35521.72000000002,43200.24999999997,74003.12999999999
599,2024-12-02,-4718.840000000005,35418.410000000025,43094.02999999997,73793.59999999999
600,2024-12-03,-4718.840000000005,35175.85000000001,43054.02999999997,73511.03999999998
601,2024-12-04,-4718.840000000005,35175.85000000001,42964.98999999997,73421.99999999997
602,2024-12-05,-4956.120000000004,35010.31000000001,42964.98999999997,73019.17999999998
603,2024-12-06,-5017.660000000004,35010.31000000001,42964.98999999997,72957.63999999998
604,2024-12-07,-5243.310000000004,35010.31000000001,42964.98999999997,72731.98999999998
605,2024-12-08,-5377.510000000004,35010.31000000001,42964.98999999997,72597.78999999998
606,2024-12-10,-5377.510000000004,34889.85000000001,42840.17999999997,72352.51999999999
607,2024-12-11,-5377.510000000004,34717.41000000001,42840.17999999997,72180.07999999999
608,2024-12-12,-5377.510000000004,34702.23000000001,42634.869999999966,71959.58999999997
609,2024-12-13,-5435.340000000004,34702.23000000001,42634.869999999966,71901.75999999998
610,2024-12-14,-5435.340000000004,34482.76000000001,42304.20999999997,71351.62999999998
611,2024-12-15,-5435.340000000004,34406.23000000001,42239.87999999997,71210.76999999997
612,2024-12-16,-5435.340000000004,34208.500000000015,42239.87999999997,71013.03999999998
613,2024-12-19,-5435.340000000004,34015.92000000001,41958.08999999997,70538.66999999998
614,2024-12-21,-5465.090000000004,34015.92000000001,41958.08999999997,70508.91999999998
615,2024-12-22,-5465.090000000004,33920.390000000014,42528.48999999997,70983.78999999998
616,2024-12-23,-5465.090000000004,33920.390000000014,42300.63999999997,70755.93999999997
617,2024-12-24,-5853.350000000004,33920.390000000014,42111.269999999975,70178.30999999998
618,2024-12-25,-5853.350000000004,33825.11000000001,41869.91999999998,69841.67999999998
619,2024-12-26,-5899.970000000004,33825.11000000001,41198.989999999976,69124.12999999998
620,2024-12-27,-6137.990000000004,33792.50000000001,41184.979999999974,68839.48999999998
621,2024-12-28,-6794.410000000004,33792.50000000001,41184.979999999974,68183.06999999998
622,2024-12-30,-6794.410000000004,33759.64000000001,41184.979999999974,68150.20999999998
623,2024-12-31,-6794.410000000004,33707.520000000004,41184.979999999974,68098.08999999997
624,2025-01-01,5169.119999999995,33707.520000000004,41050.39999999997,79927.03999999998
625,2025-01-02,5071.769999999995,33707.520000000004,39850.39999999997,78629.68999999997
626,2025-01-03,4728.179999999995,33459.76,39817.74999999997,78005.68999999997
627,2025-01-04,4728.179999999995,33363.12,39817.74999999997,77909.04999999996
628,2025-01-05,4728.179999999995,33305.520000000004,39817.74999999997,77851.44999999997
629,2025-01-06,4728.179999999995,33243.520000000004,39817.74999999997,77789.44999999997
630,2025-01-07,4624.259999999995,33160.87,39777.57999999997,77562.70999999996
631,2025-01-08,4624.259999999995,33160.87,39706.91999999997,77492.04999999996
632,2025-01-10,3746.929999999995,33160.87,39630.19999999997,76537.99999999997
633,2025-01-11,4065.699999999995,33160.87,39630.19999999997,76856.76999999996
634,2025-01-12,3987.709999999995,33160.87,39630.19999999997,76778.77999999997
635,2025-01-13,3987.709999999995,33160.87,39533.939999999966,76682.51999999996
636,2025-01-14,3987.709999999995,33057.600000000006,39533.939999999966,76579.24999999997
637,2025-01-15,3987.709999999995,32604.230000000007,39533.939999999966,76125.87999999998
638,2025-01-17,4847.4599999999955,32604.230000000007,39404.02999999996,76855.71999999997
639,2025-01-18,4847.4599999999955,32446.650000000005,40094.76999999996,77388.87999999996
640,2025-01-20,4847.4599999999955,32446.650000000005,39954.19999999996,77248.30999999997
641,2025-01-21,4847.4599999999955,32446.650000000005,39841.48999999996,77135.59999999996
642,2025-01-22,4748.889999999996,32446.650000000005,39841.48999999996,77037.02999999997
643,2025-01-23,4748.889999999996,32405.760000000006,39841.48999999996,76996.13999999996
644,2025-01-24,4748.889999999996,32405.760000000006,39733.539999999964,76888.18999999997
645,2025-01-25,4748.889999999996,32405.760000000006,39494.23999999996,76648.88999999996
646,2025-01-26,4604.479999999996,32093.480000000003,39494.23999999996,76192.19999999995
647,2025-01-27,4604.479999999996,32093.480000000003,39437.36999999996,76135.32999999996
648,2025-01-28,4604.479999999996,32093.480000000003,39234.78999999996,75932.74999999996
649,2025-01-29,4604.479999999996,32093.480000000003,39178.29999999996,75876.25999999995
650,2025-01-30,4604.479999999996,32093.480000000003,39108.62999999996,75806.58999999997
651,2025-01-31,4134.279999999996,32093.480000000003,39762.21999999996,75989.97999999995
652,2025-02-01,4134.279999999996,32093.480000000003,39626.01999999996,75853.77999999997
653,2025-02-02,4134.279999999996,32047.290000000005,39506.01999999996,75687.58999999997
654,2025-02-03,4134.279999999996,32007.290000000005,37853.44999999996,73995.01999999996
655,2025-02-04,4134.279999999996,32007.290000000005,37648.679999999964,73790.24999999997
656,2025-02-05,16104.289999999997,31513.250000000007,37598.99999999996,85216.53999999998
657,2025-02-06,16104.289999999997,31208.110000000008,37598.99999999996,84911.39999999997
658,2025-02-07,15474.829999999998,31208.110000000008,37598.99999999996,84281.93999999997
659,2025-02-08,15149.519999999999,31208.110000000008,37527.12999999996,83884.75999999997
660,2025-02-09,15073.939999999999,31147.22000000001,37141.789999999964,83362.94999999997
661,2025-02-10,14847.899999999998,31147.22000000001,37141.789999999964,83136.90999999997
662,2025-02-11,14793.029999999997,30387.070000000007,36936.649999999965,82116.74999999997
663,2025-02-12,14079.239999999998,30387.070000000007,35771.35999999997,80237.66999999998
664,2025-02-15,13988.639999999998,30387.070000000007,35771.35999999997,80147.06999999998
665,2025-02-16,13988.639999999998,30122.410000000007,35771.35999999997,79882.40999999997
666,2025-02-17,13691.929999999998,30057.770000000008,35771.35999999997,79521.05999999997
667,2025-02-19,13691.929999999998,29705.500000000007,35771.35999999997,79168.78999999998
668,2025-02-20,13461.099999999999,29652.530000000006,35427.719999999965,78541.34999999998
669,2025-02-22,13275.21,29570.350000000006,35427.719999999965,78273.27999999997
670,2025-02-23,13275.21,29472.110000000004,35427.719999999965,78175.03999999998
671,2025-02-24,13275.21,29472.110000000004,35243.73999999996,77991.05999999997
672,2025-02-25,13240.369999999999,29322.140000000007,35243.73999999996,77806.24999999997
673,2025-02-26,13154.66,28387.65000000001,35137.26999999996,76679.57999999997
674,2025-02-27,13076.94,28204.71000000001,35137.26999999996,76418.91999999997
675,2025-03-01,13036.94,28109.42000000001,35137.26999999996,76283.62999999998
676,2025-03-03,13036.94,28109.42000000001,34415.24999999996,75561.60999999997
677,2025-03-04,12976.94,27518.770000000008,34415.24999999996,74910.95999999996
678,2025-03-05,24876.940000000002,27430.750000000007,33195.24999999996,85502.93999999997
679,2025-03-06,24876.940000000002,27430.750000000007,32575.379999999965,84883.06999999998
680,2025-03-07,24458.910000000003,27430.750000000007,32575.379999999965,84465.03999999998
681,2025-03-08,24294.640000000003,27430.750000000007,32501.199999999964,84226.58999999998
682,2025-03-09,24264.110000000004,27354.930000000008,33350.29999999997,84969.33999999997
683,2025-03-10,24264.110000000004,27354.930000000008,33176.84999999996,84795.88999999997
684,2025-03-11,24183.070000000003,26814.040000000008,33176.84999999996,84173.95999999998
685,2025-03-12,23994.260000000002,26794.750000000007,33176.84999999996,83965.85999999997
686,2025-03-13,23740.79,26794.750000000007,33131.719999999965,83667.25999999998
687,2025-03-14,23740.79,26645.640000000007,33131.719999999965,83518.14999999997
688,2025-03-15,23740.79,26640.290000000008,33131.719999999965,83512.79999999997
689,2025-03-16,23740.79,26483.97000000001,33131.719999999965,83356.47999999998
690,2025-03-17,23412.21,26483.97000000001,33131.719999999965,83027.89999999997
691,2025-03-19,23412.21,26406.950000000008,33085.05999999996,82904.21999999997
692,2025-03-20,23329.51,26121.40000000001,33085.05999999996,82535.96999999997
693,2025-03-21,23052.51,26121.40000000001,33085.05999999996,82258.96999999997
694,2025-03-22,22716.079999999998,26121.40000000001,33085.05999999996,81922.53999999998
695,2025-03-23,22716.079999999998,26121.40000000001,32982.039999999964,81819.51999999997
696,2025-03-25,22716.079999999998,25878.44000000001,32982.039999999964,81576.55999999997
697,2025-03-26,22716.079999999998,25878.44000000001,32507.669999999966,81102.18999999997
698,2025-03-27,22645.649999999998,24737.450000000008,32507.669999999966,79890.76999999997
699,2025-03-28,22482.89,24151.300000000007,32452.669999999966,79086.85999999997
700,2025-03-29,22482.89,24151.300000000007,32274.939999999966,78909.12999999998
701,2025-03-31,22482.89,24026.840000000007,32192.589999999967,78702.31999999998
702,2025-04-01,34482.89,24453.830000000005,31971.529999999966,90908.24999999997
703,2025-04-02,34348.78,23253.830000000005,31878.599999999966,89481.20999999996
