,id_expense,value,date,account_number,category_id,main_category,secondary_category
449,450,-97.08,2023-07-27,1111,16,Leisure,Restaurant
450,451,-72.12,2023-09-15,2222,22,Taxes,Documents
451,452,-384.72,2023-06-21,3333,23,Taxes,Income Taxes
452,453,-28.31,2023-10-19,2222,21,Health,Pharmacy
453,454,-98.82,2024-05-17,3333,16,Leisure,Restaurant
454,455,-290.34,2025-07-14,1111,15,Groceries,Groceries
455,456,-131.26,2024-08-15,3333,1,Car,Fuel
456,457,-50.05,2025-09-14,2222,6,Home Expenses,Electricity
457,458,-42.54,2025-02-17,2222,16,Leisure,Restaurant
458,459,-29.15,2025-11-11,2222,25,Public Transports,Train
459,460,-73.58,2023-05-24,2222,2,Car,Maintenance
460,461,-91.15,2023-09-09,1111,3,Purchases,Home Items
461,462,-180.25,2024-07-26,2222,28,Clothing,Clothes
462,463,-214.3,2024-10-13,3333,7,Home Expenses,Heating
463,464,671.65,2025-07-16,2222,12,Income,Investiments
464,465,-862.28,2024-10-20,2222,9,Holidays,Airplane
465,466,-181.16,2024-11-03,1111,7,Home Expenses,Heating
466,467,-44.07,2023-01-05,3333,27,Clothing,Shoes
467,468,-50.64,2023-01-20,3333,18,Health,Medical Appointments
468,469,-91.32,2025-09-28,2222,6,Home Expenses,Electricity
469,470,-26.49,2023-06-08,3333,22,Taxes,Documents
470,471,-139.26,2025-06-30,3333,1,Car,Fuel
471,472,-385.34,2025-02-09,3333,4,Purchases,Electronics
472,473,-44.81,2023-01-18,1111,13,Leisure,Activities
473,474,-68.16,2024-01-31,2222,16,Leisure,Restaurant
474,475,-72.15,2023-02-10,2222,1,Car,Fuel
475,476,-46.46,2025-01-02,1111,26,Public Transports,Bus
476,477,-166.93,2024-09-12,3333,3,Purchases,Home Items
477,478,-434.26,2025-10-08,2222,9,Holidays,Airplane
478,479,-105.8,2024-03-04,1111,2,Car,Maintenance
479,480,-296.54,2025-03-22,1111,7,Home Expenses,Heating
480,481,-384.55,2025-10-08,1111,10,Holidays,Hotel Stays
481,482,-35.5,2023-12-26,1111,16,Leisure,Restaurant
482,483,-189.77,2023-05-14,1111,23,Taxes,Income Taxes
483,484,-566.78,2024-04-11,3333,10,Holidays,Hotel Stays
484,485,-241.21,2024-01-28,3333,28,Clothing,Clothes
485,486,-149.2,2024-06-01,3333,1,Car,Fuel
486,487,-90.65,2023-01-05,2222,22,Taxes,Documents
487,488,-70.58,2023-04-17,2222,25,Public Transports,Train
488,489,-261.09,2025-04-13,2222,15,Groceries,Groceries
489,490,-696.16,2025-08-13,2222,4,Purchases,Electronics
490,491,-56.55,2023-03-31,3333,13,Leisure,Activities
491,492,-246.96,2025-05-10,3333,9,Holidays,Airplane
492,493,-61.11,2025-03-13,1111,16,Leisure,Restaurant
493,494,173.63,2023-02-21,3333,12,Income,Investiments
494,495,-1178.1,2025-05-17,1111,9,Holidays,Airplane
495,496,-396.88,2024-11-05,2222,9,Holidays,Airplane
496,497,-132.68,2023-07-18,1111,3,Purchases,Home Items
497,498,-114.79,2023-02-19,3333,18,Health,Medical Appointments
498,499,-94.16,2024-05-27,1111,25,Public Transports,Train
499,500,-499.9,2024-11-28,1111,4,Purchases,Electronics
500,501,567.71,2024-04-29,1111,12,Income,Investiments
501,502,-20.0,2025-03-05,3333,24,Telecom,Telecom
502,503,-95.26,2023-06-25,1111,16,Leisure,Restaurant
503,504,-131.9,2023-05-14,1111,2,Car,Maintenance
504,505,-278.16,2025-06-24,1111,2,Car,Maintenance
505,506,-202.68,2025-06-03,1111,11,Holidays,Extra Holiday Expenses
506,507,-693.69,2023-04-17,2222,4,Purchases,Electronics
507,508,-23.08,2025-04-21,1111,14,Leisure,Bar
508,509,-20.0,2023-02-04,2222,24,Telecom,Telecom
509,510,-25.89,2025-05-26,3333,14,Leisure,Bar
510,511,-20.0,2023-09-05,2222,24,Telecom,Telecom
511,512,-39.54,2024-01-30,1111,21,Health,Pharmacy
512,513,-61.67,2023-05-19,3333,4,Purchases,Electronics
513,514,-278.96,2023-09-16,3333,7,Home Expenses,Heating
514,515,-33.07,2025-05-12,2222,21,Health,Pharmacy
515,516,-197.63,2024-01-16,1111,28,Clothing,Clothes
516,517,-53.91,2023-05-04,1111,5,Home Expenses,Water
517,518,-196.13,2025-11-16,3333,11,Holidays,Extra Holiday Expenses
518,519,-38.01,2023-10-26,1111,13,Leisure,Activities
519,520,-96.3,2024-12-03,2222,18,Health,Medical Appointments
520,521,-97.32,2025-11-26,3333,13,Leisure,Activities
521,522,-35.52,2023-04-28,1111,26,Public Transports,Bus
522,523,-83.73,2023-04-22,2222,21,Health,Pharmacy
523,524,-27.59,2024-02-15,3333,13,Leisure,Activities
524,525,-252.76,2024-11-30,1111,7,Home Expenses,Heating
525,526,-26.41,2025-08-15,3333,26,Public Transports,Bus
526,527,-79.61,2024-11-18,3333,27,Clothing,Shoes
527,528,-154.67,2023-11-29,1111,11,Holidays,Extra Holiday Expenses
528,529,-133.89,2023-03-28,2222,16,Leisure,Restaurant
529,530,-1119.95,2024-04-01,3333,9,Holidays,Airplane
530,531,-666.54,2024-03-12,1111,9,Holidays,Airplane
531,532,-160.19,2024-11-09,3333,18,Health,Medical Appointments
532,533,-14.24,2024-01-13,1111,14,Leisure,Bar
533,534,-10.89,2025-01-02,1111,13,Leisure,Activities
534,535,-29.22,2024-08-18,2222,16,Leisure,Restaurant
535,536,-218.89,2025-01-07,1111,7,Home Expenses,Heating
536,537,-69.91,2024-08-04,1111,1,Car,Fuel
537,538,-1085.38,2023-12-23,2222,9,Holidays,Airplane
538,539,-39.68,2024-02-06,1111,16,Leisure,Restaurant
539,540,-134.29,2023-07-27,1111,6,Home Expenses,Electricity
540,541,-11.18,2023-08-16,2222,26,Public Transports,Bus
541,542,-147.12,2024-05-06,2222,7,Home Expenses,Heating
542,543,-69.48,2025-06-07,3333,13,Leisure,Activities
543,544,-41.33,2023-09-25,1111,3,Purchases,Home Items
544,545,-197.16,2025-02-05,2222,7,Home Expenses,Heating
545,546,-51.48,2024-05-15,1111,16,Leisure,Restaurant
546,547,-59.37,2024-08-25,1111,16,Leisure,Restaurant
547,548,322.45,2024-07-27,1111,12,Income,Investiments
548,549,-97.15,2025-09-28,1111,21,Health,Pharmacy
549,550,-51.98,2025-08-21,3333,28,Clothing,Clothes
550,551,-33.24,2025-11-07,2222,16,Leisure,Restaurant
551,552,-77.6,2025-02-05,2222,25,Public Transports,Train
552,553,-51.78,2024-10-21,3333,21,Health,Pharmacy
553,554,-57.29,2025-09-16,3333,13,Leisure,Activities
554,555,-121.06,2025-04-01,3333,18,Health,Medical Appointments
555,556,-554.82,2024-02-29,1111,23,Taxes,Income Taxes
556,557,-179.46,2024-04-25,2222,7,Home Expenses,Heating
557,558,-147.32,2025-02-11,3333,7,Home Expenses,Heating
558,559,-143.55,2025-02-05,2222,6,Home Expenses,Electricity
559,560,-26.78,2023-06-22,2222,16,Leisure,Restaurant
560,561,-87.45,2024-04-16,3333,16,Leisure,Restaurant
561,562,-155.62,2024-11-19,2222,2,Car,Maintenance
562,563,-80.78,2025-04-17,2222,16,Leisure,Restaurant
563,564,-97.55,2025-02-22,1111,18,Health,Medical Appointments
564,565,-94.17,2024-06-27,3333,6,Home Expenses,Electricity
565,566,-84.64,2023-06-18,2222,3,Purchases,Home Items
566,567,-56.15,2023-06-10,2222,21,Health,Pharmacy
567,568,-298.41,2023-05-27,2222,9,Holidays,Airplane
568,569,-177.43,2024-11-14,1111,2,Car,Maintenance
569,570,-19.82,2024-09-11,3333,26,Public Transports,Bus
570,571,-43.05,2024-01-26,3333,26,Public Transports,Bus
571,572,-79.9,2024-06-18,1111,16,Leisure,Restaurant
572,573,-120.46,2024-12-10,2222,11,Holidays,Extra Holiday Expenses
573,574,-41.98,2023-01-25,2222,14,Leisure,Bar
574,575,-56.14,2023-11-02,2222,25,Public Transports,Train
575,576,-426.93,2024-03-05,2222,9,Holidays,Airplane
576,577,-715.83,2025-08-17,3333,9,Holidays,Airplane
577,578,-64.29,2023-06-25,2222,16,Leisure,Restaurant
578,579,-174.33,2025-05-05,1111,7,Home Expenses,Heating
579,580,-78.5,2023-03-03,2222,16,Leisure,Restaurant
580,581,-47.33,2023-09-20,2222,5,Home Expenses,Water
581,582,-32.61,2024-12-27,2222,28,Clothing,Clothes
582,583,-619.15,2025-04-06,3333,9,Holidays,Airplane
583,584,-43.97,2023-02-17,3333,22,Taxes,Documents
584,585,-278.98,2023-11-11,2222,2,Car,Maintenance
585,586,-540.89,2025-03-11,2222,23,Taxes,Income Taxes
586,587,-288.71,2023-05-11,3333,7,Home Expenses,Heating
587,588,-13.48,2023-08-11,2222,14,Leisure,Bar
588,589,-773.36,2024-09-15,1111,23,Taxes,Income Taxes
589,590,-60.43,2023-12-30,1111,6,Home Expenses,Electricity
590,591,-128.61,2023-02-24,1111,27,Clothing,Shoes
591,592,-95.29,2025-03-01,2222,7,Home Expenses,Heating
592,593,-131.27,2023-05-24,2222,7,Home Expenses,Heating
593,594,-129.54,2023-01-23,1111,2,Car,Maintenance
594,595,873.74,2025-04-21,2222,12,Income,Investiments
595,596,-148.96,2023-09-22,3333,6,Home Expenses,Electricity
596,597,-169.56,2023-05-21,2222,15,Groceries,Groceries
597,598,-108.59,2024-02-26,2222,7,Home Expenses,Heating
598,599,-254.47,2025-08-30,1111,15,Groceries,Groceries
599,600,-58.75,2024-09-27,3333,16,Leisure,Restaurant
600,601,-190.54,2025-07-28,2222,7,Home Expenses,Heating
601,602,-81.64,2023-10-20,2222,7,Home Expenses,Heating
602,603,-168.42,2024-05-20,3333,3,Purchases,Home Items
603,604,919.27,2025-10-02,2222,12,Income,Investiments
604,605,-94.9,2023-07-06,2222,16,Leisure,Restaurant
605,606,-89.29,2025-07-23,2222,25,Public Transports,Train
606,607,-171.68,2024-09-01,2222,27,Clothing,Shoes
607,608,-71.17,2023-12-25,2222,16,Leisure,Restaurant
608,609,-379.58,2025-06-03,2222,9,Holidays,Airplane
609,610,-45.99,2024-01-11,3333,14,Leisure,Bar
610,611,-166.87,2023-03-31,1111,23,Taxes,Income Taxes
611,612,-77.38,2024-08-20,3333,6,Home Expenses,Electricity
612,613,-145.65,2024-03-20,2222,3,Purchases,Home Items
613,614,-298.1,2023-09-06,2222,15,Groceries,Groceries
614,615,-155.97,2025-10-30,2222,3,Purchases,Home Items
615,616,-162.73,2024-06-01,1111,15,Groceries,Groceries
616,617,-14.02,2023-02-24,1111,21,Health,Pharmacy
617,618,-72.5,2025-08-03,2222,25,Public Transports,Train
618,619,771.36,2024-02-03,2222,12,Income,Investiments
619,620,-32.9,2023-08-23,3333,2,Car,Maintenance
620,621,-39.81,2025-08-08,2222,5,Home Expenses,Water
621,622,-28.87,2024-05-11,3333,16,Leisure,Restaurant
622,623,-38.23,2024-07-25,1111,16,Leisure,Restaurant
623,624,-133.85,2023-07-25,1111,6,Home Expenses,Electricity
624,625,-81.04,2025-03-11,1111,11,Holidays,Extra Holiday Expenses
625,626,-140.85,2023-01-23,3333,3,Purchases,Home Items
626,627,-176.75,2025-01-03,1111,10,Holidays,Hotel Stays
627,628,-237.17,2024-03-18,2222,7,Home Expenses,Heating
628,629,-28.6,2023-07-30,2222,27,Clothing,Shoes
629,630,-75.5,2023-04-18,3333,27,Clothing,Shoes
630,631,-54.87,2025-02-11,1111,1,Car,Fuel
631,632,-574.64,2024-05-03,1111,9,Holidays,Airplane
632,633,-22.89,2023-02-27,1111,3,Purchases,Home Items
633,634,838.47,2023-05-10,1111,12,Income,Investiments
634,635,-807.08,2023-12-10,3333,4,Purchases,Electronics
635,636,-54.4,2025-11-15,1111,6,Home Expenses,Electricity
636,637,390.41,2024-01-24,3333,12,Income,Investiments
637,638,-285.55,2025-03-20,2222,7,Home Expenses,Heating
638,639,-270.79,2023-08-05,2222,4,Purchases,Electronics
639,640,256.26,2025-04-03,3333,12,Income,Investiments
640,641,110.78,2024-03-11,2222,12,Income,Investiments
641,642,-266.02,2024-07-24,3333,9,Holidays,Airplane
642,643,-20.0,2024-07-05,1111,24,Telecom,Telecom
643,644,-125.38,2025-10-20,1111,15,Groceries,Groceries
644,645,-116.51,2023-12-18,2222,27,Clothing,Shoes
645,646,-619.87,2025-03-06,3333,4,Purchases,Electronics
646,647,-43.93,2023-12-26,3333,27,Clothing,Shoes
647,648,-77.23,2025-09-14,1111,27,Clothing,Shoes
648,649,115.88,2025-07-08,2222,12,Income,Investiments
649,650,-67.65,2024-04-21,3333,21,Health,Pharmacy
650,651,-593.24,2023-01-28,1111,23,Taxes,Income Taxes
651,652,-111.63,2023-09-12,2222,1,Car,Fuel
652,653,-937.91,2024-05-13,3333,9,Holidays,Airplane
653,654,-30.79,2025-02-06,2222,3,Purchases,Home Items
654,655,-100.5,2025-02-08,1111,11,Holidays,Extra Holiday Expenses
655,656,-13.41,2025-06-27,3333,25,Public Transports,Train
656,657,220.84,2024-10-12,3333,12,Income,Investiments
657,658,-170.64,2025-04-29,3333,2,Car,Maintenance
658,659,-237.64,2024-04-14,3333,11,Holidays,Extra Holiday Expenses
659,660,408.46,2024-02-26,3333,12,Income,Investiments
660,661,-274.79,2024-05-23,3333,2,Car,Maintenance
661,662,-149.51,2025-02-20,3333,27,Clothing,Shoes
662,663,265.19,2023-01-13,1111,12,Income,Investiments
663,664,-60.5,2024-01-30,1111,18,Health,Medical Appointments
664,665,-99.28,2024-02-23,1111,25,Public Transports,Train
665,666,-51.26,2024-02-23,1111,3,Purchases,Home Items
666,667,-17.03,2025-08-14,2222,21,Health,Pharmacy
667,668,-122.17,2024-05-16,2222,6,Home Expenses,Electricity
668,669,-110.59,2024-09-12,2222,6,Home Expenses,Electricity
669,670,-413.79,2024-02-17,2222,23,Taxes,Income Taxes
670,671,-62.0,2025-01-06,2222,18,Health,Medical Appointments
671,672,-12.55,2025-06-22,2222,14,Leisure,Bar
672,673,-64.85,2025-06-06,1111,21,Health,Pharmacy
673,674,-52.97,2025-02-20,2222,18,Health,Medical Appointments
674,675,-156.59,2024-09-06,3333,3,Purchases,Home Items
675,676,-32.22,2023-12-26,2222,16,Leisure,Restaurant
676,677,-25.86,2025-07-17,2222,14,Leisure,Bar
677,678,-30.3,2025-09-11,1111,14,Leisure,Bar
678,679,222.99,2025-08-19,1111,12,Income,Investiments
679,680,-57.48,2023-01-09,1111,5,Home Expenses,Water
680,681,-75.73,2025-02-05,2222,21,Health,Pharmacy
681,682,-46.66,2025-03-19,3333,14,Leisure,Bar
682,683,-44.56,2024-09-22,3333,13,Leisure,Activities
683,684,-149.86,2023-03-21,1111,23,Taxes,Income Taxes
684,685,-46.95,2023-11-29,1111,14,Leisure,Bar
685,686,-289.27,2024-12-14,3333,15,Groceries,Groceries
686,687,-107.95,2025-01-24,3333,27,Clothing,Shoes
687,688,-205.74,2025-05-18,3333,2,Car,Maintenance
688,689,-442.35,2023-03-12,2222,9,Holidays,Airplane
689,690,-73.59,2023-02-27,3333,25,Public Transports,Train
690,691,-34.04,2024-06-19,3333,26,Public Transports,Bus
691,692,-142.75,2023-10-29,2222,16,Leisure,Restaurant
692,693,-802.15,2023-11-27,1111,9,Holidays,Airplane
693,694,-782.42,2025-02-26,2222,4,Purchases,Electronics
694,695,-125.51,2023-06-14,3333,27,Clothing,Shoes
695,696,-272.72,2023-12-06,2222,7,Home Expenses,Heating
696,697,-445.92,2025-10-22,3333,10,Holidays,Hotel Stays
697,698,-44.9,2024-09-22,3333,26,Public Transports,Bus
698,699,-238.12,2023-07-02,1111,15,Groceries,Groceries
699,700,-61.54,2024-12-06,1111,25,Public Transports,Train
700,701,-474.37,2025-03-26,3333,10,Holidays,Hotel Stays
701,702,-51.61,2023-12-11,2222,11,Holidays,Extra Holiday Expenses
702,703,-59.69,2025-05-05,3333,1,Car,Fuel
703,704,-213.63,2025-06-01,1111,15,Groceries,Groceries
704,705,-87.47,2023-10-03,1111,6,Home Expenses,Electricity
705,706,-77.3,2023-08-14,2222,18,Health,Medical Appointments
706,707,-670.06,2024-01-16,1111,23,Taxes,Income Taxes
707,708,-232.48,2024-01-28,2222,2,Car,Maintenance
708,709,-160.18,2023-08-12,3333,15,Groceries,Groceries
709,710,-57.98,2023-06-25,2222,6,Home Expenses,Electricity
710,711,-312.92,2024-12-01,1111,4,Purchases,Electronics
711,712,-264.35,2025-09-20,3333,23,Taxes,Income Taxes
712,713,-59.03,2024-06-28,1111,4,Purchases,Electronics
713,714,-31.21,2023-03-27,1111,26,Public Transports,Bus
714,715,-194.91,2023-01-15,2222,7,Home Expenses,Heating
715,716,-56.0,2024-06-28,2222,16,Leisure,Restaurant
716,717,-163.54,2025-05-29,2222,18,Health,Medical Appointments
717,718,-71.37,2024-12-03,2222,13,Leisure,Activities
718,719,-1140.99,2025-03-27,2222,9,Holidays,Airplane
719,720,-32.86,2024-12-30,2222,16,Leisure,Restaurant
720,721,-52.93,2025-04-02,3333,4,Purchases,Electronics
721,722,-30.77,2023-09-09,3333,5,Home Expenses,Water
722,723,-575.53,2024-05-24,2222,10,Holidays,Hotel Stays
723,724,-100.39,2025-08-31,3333,16,Leisure,Restaurant
724,725,-215.06,2023-01-07,3333,15,Groceries,Groceries
725,726,114.97,2025-01-07,1111,12,Income,Investiments
726,727,-117.89,2025-06-28,1111,28,Clothing,Clothes
727,728,-20.0,2025-01-03,2222,24,Telecom,Telecom
728,729,-284.77,2025-09-02,3333,15,Groceries,Groceries
729,730,-182.94,2025-02-27,2222,27,Clothing,Shoes
730,731,-39.75,2023-10-21,3333,16,Leisure,Restaurant
731,732,-649.4,2025-10-30,1111,23,Taxes,Income Taxes
732,733,-44.94,2023-06-28,2222,5,Home Expenses,Water
733,734,-49.83,2025-08-14,1111,26,Public Transports,Bus
734,735,-144.16,2025-09-14,3333,16,Leisure,Restaurant
735,736,-39.27,2024-03-09,1111,16,Leisure,Restaurant
736,737,-36.5,2023-08-05,2222,26,Public Transports,Bus
737,738,-25.26,2024-10-30,2222,27,Clothing,Shoes
738,739,-210.19,2024-06-11,3333,10,Holidays,Hotel Stays
739,740,-192.73,2023-09-10,3333,18,Health,Medical Appointments
740,741,-57.68,2025-10-04,1111,5,Home Expenses,Water
741,742,-79.9,2024-04-03,3333,27,Clothing,Shoes
742,743,-33.23,2024-12-03,2222,16,Leisure,Restaurant
743,744,-153.73,2025-02-20,3333,27,Clothing,Shoes
744,745,-80.66,2025-06-13,1111,25,Public Transports,Train
745,746,-459.09,2024-08-18,1111,9,Holidays,Airplane
746,747,-134.68,2024-01-21,3333,4,Purchases,Electronics
747,748,-594.2,2023-09-18,2222,4,Purchases,Electronics
748,749,-30.96,2023-01-04,2222,14,Leisure,Bar
749,750,-189.32,2024-01-24,2222,2,Car,Maintenance
750,751,-129.91,2025-01-17,3333,15,Groceries,Groceries
751,752,-45.59,2024-03-30,1111,5,Home Expenses,Water
752,753,-5.41,2025-08-01,2222,14,Leisure,Bar
753,754,-54.48,2024-08-30,1111,5,Home Expenses,Water
754,755,-152.0,2023-10-29,3333,18,Health,Medical Appointments
755,756,-86.47,2023-03-12,3333,11,Holidays,Extra Holiday Expenses
756,757,378.0,2023-09-10,2222,12,Income,Investiments
757,758,-123.31,2024-03-17,2222,27,Clothing,Shoes
758,759,-226.04,2025-02-10,1111,11,Holidays,Extra Holiday Expenses
759,760,237.43,2024-03-07,3333,12,Income,Investiments
760,761,-900.41,2023-04-18,1111,9,Holidays,Airplane
761,762,-159.11,2024-09-04,3333,18,Health,Medical Appointments
762,763,-149.11,2025-03-14,2222,6,Home Expenses,Electricity
763,764,-219.47,2024-12-14,2222,15,Groceries,Groceries
764,765,-8.23,2024-08-02,2222,14,Leisure,Bar
765,766,-186.15,2025-03-17,1111,27,Clothing,Shoes
766,767,-39.7,2023-04-21,3333,5,Home Expenses,Water
767,768,-164.38,2023-12-02,3333,11,Holidays,Extra Holiday Expenses
768,769,-43.26,2025-09-15,2222,5,Home Expenses,Water
769,770,-36.29,2024-02-05,3333,5,Home Expenses,Water
770,771,-10.82,2023-07-28,3333,25,Public Transports,Train
771,772,-41.3,2025-05-24,3333,5,Home Expenses,Water
772,773,-142.6,2023-07-16,2222,6,Home Expenses,Electricity
773,774,-76.94,2023-04-18,1111,18,Health,Medical Appointments
774,775,-68.51,2025-06-07,1111,21,Health,Pharmacy
775,776,-75.03,2024-05-16,1111,25,Public Transports,Train
776,777,-278.81,2025-09-27,2222,4,Purchases,Electronics
777,778,-127.31,2023-12-20,3333,27,Clothing,Shoes
778,779,-131.35,2023-07-03,2222,28,Clothing,Clothes
779,780,-44.39,2025-06-30,2222,25,Public Transports,Train
780,781,-62.0,2023-06-19,1111,1,Car,Fuel
781,782,-146.21,2025-11-09,1111,18,Health,Medical Appointments
782,783,-108.69,2025-09-09,2222,1,Car,Fuel
783,784,-154.16,2024-01-06,2222,27,Clothing,Shoes
784,785,-199.99,2025-06-07,2222,18,Health,Medical Appointments
785,786,-187.67,2024-10-28,1111,23,Taxes,Income Taxes
786,787,-183.6,2024-01-14,2222,27,Clothing,Shoes
787,788,-23.55,2025-09-27,1111,27,Clothing,Shoes
788,789,-85.34,2023-09-12,1111,21,Health,Pharmacy
789,790,-45.39,2024-01-06,3333,26,Public Transports,Bus
790,791,-52.39,2025-07-04,2222,27,Clothing,Shoes
791,792,-87.19,2024-02-27,3333,4,Purchases,Electronics
792,793,-58.78,2024-06-09,1111,6,Home Expenses,Electricity
793,794,-196.39,2025-11-02,2222,3,Purchases,Home Items
794,795,-96.96,2023-12-18,2222,13,Leisure,Activities
795,796,-5.0,2024-09-07,1111,26,Public Transports,Bus
796,797,-91.42,2024-08-23,3333,21,Health,Pharmacy
797,798,-55.59,2025-10-01,3333,16,Leisure,Restaurant
798,799,570.4,2024-12-22,3333,12,Income,Investiments
799,800,-60.85,2023-07-22,3333,16,Leisure,Restaurant
800,801,-94.02,2024-01-21,1111,2,Car,Maintenance
801,802,-264.02,2024-03-16,1111,11,Holidays,Extra Holiday Expenses
802,803,-57.6,2025-01-05,2222,16,Leisure,Restaurant
803,804,-51.87,2025-05-14,1111,5,Home Expenses,Water
804,805,-40.4,2025-02-20,3333,16,Leisure,Restaurant
805,806,-90.01,2023-06-20,2222,6,Home Expenses,Electricity
806,807,-24.14,2023-10-21,3333,26,Public Transports,Bus
807,808,-95.52,2024-07-05,3333,7,Home Expenses,Heating
808,809,-136.2,2025-02-01,3333,27,Clothing,Shoes
809,810,-34.15,2025-11-13,3333,26,Public Transports,Bus
810,811,-91.97,2023-11-11,2222,6,Home Expenses,Electricity
811,812,-144.74,2024-05-21,1111,15,Groceries,Groceries
812,813,-162.31,2023-08-14,3333,10,Holidays,Hotel Stays
813,814,-52.54,2024-11-05,3333,16,Leisure,Restaurant
814,815,-85.31,2024-11-14,2222,3,Purchases,Home Items
815,816,-56.07,2024-04-07,2222,5,Home Expenses,Water
816,817,-59.79,2024-03-31,2222,1,Car,Fuel
817,818,-793.6,2023-09-10,1111,4,Purchases,Electronics
818,819,-75.55,2024-09-19,3333,21,Health,Pharmacy
819,820,-64.33,2024-12-15,3333,18,Health,Medical Appointments
820,821,-705.78,2024-07-09,3333,23,Taxes,Income Taxes
821,822,-901.74,2023-12-16,2222,4,Purchases,Electronics
822,823,-13.13,2025-04-04,2222,14,Leisure,Bar
823,824,-189.3,2023-01-20,3333,23,Taxes,Income Taxes
824,825,-74.19,2023-09-16,1111,21,Health,Pharmacy
825,826,-30.54,2024-07-01,1111,14,Leisure,Bar
826,827,-202.58,2025-01-28,3333,28,Clothing,Clothes
827,828,-878.22,2025-05-06,3333,9,Holidays,Airplane
828,829,-43.8,2024-12-25,2222,16,Leisure,Restaurant
829,830,-35.81,2025-05-26,3333,21,Health,Pharmacy
830,831,-178.65,2024-04-13,2222,27,Clothing,Shoes
831,832,-87.21,2024-09-17,2222,25,Public Transports,Train
832,833,860.72,2023-06-12,1111,12,Income,Investiments
833,834,-94.81,2023-07-11,1111,28,Clothing,Clothes
834,835,-140.19,2024-08-08,3333,23,Taxes,Income Taxes
835,836,-171.25,2023-01-22,2222,18,Health,Medical Appointments
836,837,-27.89,2023-10-07,2222,26,Public Transports,Bus
837,838,-127.25,2023-09-13,2222,18,Health,Medical Appointments
838,839,-111.63,2023-01-15,3333,1,Car,Fuel
839,840,-225.65,2024-12-07,1111,15,Groceries,Groceries
840,841,-208.52,2023-03-28,3333,28,Clothing,Clothes
841,842,-145.4,2024-04-05,1111,16,Leisure,Restaurant
842,843,-86.07,2023-10-01,3333,3,Purchases,Home Items
843,844,-95.72,2025-05-15,2222,13,Leisure,Activities
844,845,-12.67,2023-08-20,2222,14,Leisure,Bar
845,846,-16.24,2023-08-30,2222,26,Public Transports,Bus
846,847,-170.78,2024-06-26,1111,11,Holidays,Extra Holiday Expenses
847,848,-123.8,2025-03-17,1111,1,Car,Fuel
848,849,-282.28,2025-11-21,1111,11,Holidays,Extra Holiday Expenses
849,850,-136.02,2025-09-26,1111,16,Leisure,Restaurant
850,851,-10.53,2025-07-31,2222,13,Leisure,Activities
851,852,-138.47,2023-01-11,2222,11,Holidays,Extra Holiday Expenses
852,853,-80.26,2024-12-27,1111,28,Clothing,Clothes
853,854,-459.26,2024-02-09,1111,4,Purchases,Electronics
854,855,-56.29,2023-11-11,2222,21,Health,Pharmacy
855,856,-917.45,2023-01-15,1111,4,Purchases,Electronics
856,857,-16.26,2025-08-21,2222,26,Public Transports,Bus
857,858,-36.94,2025-05-27,1111,13,Leisure,Activities
858,859,-84.92,2023-08-11,2222,16,Leisure,Restaurant
859,860,-42.77,2023-11-28,1111,26,Public Transports,Bus
860,861,-77.24,2023-01-12,2222,13,Leisure,Activities
861,862,-55.72,2024-01-24,2222,27,Clothing,Shoes
862,863,-66.09,2025-05-12,3333,2,Car,Maintenance
863,864,910.9,2023-11-25,3333,12,Income,Investiments
864,865,-288.64,2024-06-28,1111,7,Home Expenses,Heating
865,866,-172.27,2025-10-11,3333,15,Groceries,Groceries
866,867,-42.94,2025-03-29,3333,27,Clothing,Shoes
867,868,-279.36,2025-03-07,1111,28,Clothing,Clothes
868,869,-959.79,2023-02-13,1111,4,Purchases,Electronics
869,870,-40.32,2023-01-28,3333,5,Home Expenses,Water
870,871,-252.04,2024-12-01,2222,9,Holidays,Airplane
871,872,-66.87,2025-06-08,2222,16,Leisure,Restaurant
872,873,-120.56,2023-06-19,2222,11,Holidays,Extra Holiday Expenses
873,874,-817.61,2025-11-13,1111,9,Holidays,Airplane
874,875,-481.14,2023-08-24,2222,9,Holidays,Airplane
875,876,-64.52,2025-05-28,1111,27,Clothing,Shoes
876,877,-155.97,2023-07-31,3333,18,Health,Medical Appointments
877,878,-165.63,2024-01-07,1111,28,Clothing,Clothes
878,879,-540.24,2023-11-01,1111,23,Taxes,Income Taxes
879,880,-175.68,2023-03-20,2222,4,Purchases,Electronics
880,881,-284.4,2025-05-23,1111,7,Home Expenses,Heating
881,882,-20.0,2024-03-03,2222,24,Telecom,Telecom
882,883,-181.24,2024-04-18,1111,15,Groceries,Groceries
883,884,483.47,2023-05-06,3333,12,Income,Investiments
884,885,-210.97,2024-09-15,1111,15,Groceries,Groceries
885,886,-281.79,2024-12-19,3333,10,Holidays,Hotel Stays
886,887,-111.74,2023-04-08,1111,15,Groceries,Groceries
887,888,-30.14,2024-10-20,1111,2,Car,Maintenance
888,889,-168.01,2023-07-26,2222,11,Holidays,Extra Holiday Expenses
889,890,-75.23,2025-10-03,2222,6,Home Expenses,Electricity
890,891,373.92,2023-07-18,3333,12,Income,Investiments
891,892,-118.3,2023-09-24,2222,1,Car,Fuel
892,893,-76.72,2025-01-10,3333,13,Leisure,Activities
893,894,-470.2,2025-01-31,1111,23,Taxes,Income Taxes
894,895,-34.84,2025-02-25,1111,25,Public Transports,Train
