id_expense;value;date;account_number;category_id;main_category;secondary_category
491;-56.55;31/03/2023;3333;13;Leisure;Activities
492;-246.96;10/05/2025;3333;9;Holidays;Airplane
493;-61.11;13/03/2025;1111;16;Leisure;Restaurant
494;173.63;21/02/2023;3333;12;Income;Investiments
495;-1178.1;17/05/2025;1111;9;Holidays;Airplane
496;-396.88;05/11/2024;2222;9;Holidays;Airplane
497;-132.68;18/07/2023;1111;3;Purchases;Home Items
498;-114.79;19/02/2023;3333;18;Health;Medical Appointments
499;-94.16;27/05/2024;1111;25;Public Transports;Train
500;-499.9;28/11/2024;1111;4;Purchases;Electronics
501;567.71;29/04/2024;1111;12;Income;Investiments
502;-20;05/03/2025;3333;24;Telecom;Telecom
503;-95.26;25/06/2023;1111;16;Leisure;Restaurant
504;-131.9;14/05/2023;1111;2;Car;Maintenance
505;-278.16;24/06/2025;1111;2;Car;Maintenance
506;-202.68;03/06/2025;1111;11;Holidays;Extra Holiday Expenses
507;-693.69;17/04/2023;2222;4;Purchases;Electronics
508;-23.08;21/04/2025;1111;14;Leisure;Bar
509;-20;04/02/2023;2222;24;Telecom;Telecom
510;-25.89;26/05/2025;3333;14;Leisure;Bar
511;-20;05/09/2023;2222;24;Telecom;Telecom
512;-39.54;30/01/2024;1111;21;Health;Pharmacy
513;-61.67;19/05/2023;3333;4;Purchases;Electronics
514;-278.96;16/09/2023;3333;7;Home Expenses;Heating
515;-33.07;12/05/2025;2222;21;Health;Pharmacy
516;-197.63;16/01/2024;1111;28;Clothing;Clothes
517;-53.91;04/05/2023;1111;5;Home Expenses;Water
518;-196.13;16/11/2025;3333;11;Holidays;Extra Holiday Expenses
519;-38.01;26/10/2023;1111;13;Leisure;Activities
520;-96.3;03/12/2024;2222;18;Health;Medical Appointments
521;-97.32;26/11/2025;3333;13;Leisure;Activities
522;-35.52;28/04/2023;1111;26;Public Transports;Bus
523;-83.73;22/04/2023;2222;21;Health;Pharmacy
524;-27.59;15/02/2024;3333;13;Leisure;Activities
525;-252.76;30/11/2024;1111;7;Home Expenses;Heating
526;-26.41;15/08/2025;3333;26;Public Transports;Bus
527;-79.61;18/11/2024;3333;27;Clothing;Shoes
528;-154.67;29/11/2023;1111;11;Holidays;Extra Holiday Expenses
529;-133.89;28/03/2023;2222;16;Leisure;Restaurant
530;-1119.95;01/04/2024;3333;9;Holidays;Airplane
531;-666.54;12/03/2024;1111;9;Holidays;Airplane
532;-160.19;09/11/2024;3333;18;Health;Medical Appointments
533;-14.24;13/01/2024;1111;14;Leisure;Bar
534;-10.89;02/01/2025;1111;13;Leisure;Activities
535;-29.22;18/08/2024;2222;16;Leisure;Restaurant
536;-218.89;07/01/2025;1111;7;Home Expenses;Heating
537;-69.91;04/08/2024;1111;1;Car;Fuel
538;-1085.38;23/12/2023;2222;9;Holidays;Airplane
539;-39.68;06/02/2024;1111;16;Leisure;Restaurant
540;-134.29;27/07/2023;1111;6;Home Expenses;Electricity
541;-11.18;16/08/2023;2222;26;Public Transports;Bus
542;-147.12;06/05/2024;2222;7;Home Expenses;Heating
543;-69.48;07/06/2025;3333;13;Leisure;Activities
544;-41.33;25/09/2023;1111;3;Purchases;Home Items
545;-197.16;05/02/2025;2222;7;Home Expenses;Heating
546;-51.48;15/05/2024;1111;16;Leisure;Restaurant
547;-59.37;25/08/2024;1111;16;Leisure;Restaurant
548;322.45;27/07/2024;1111;12;Income;Investiments
549;-97.15;28/09/2025;1111;21;Health;Pharmacy
550;-51.98;21/08/2025;3333;28;Clothing;Clothes
551;-33.24;07/11/2025;2222;16;Leisure;Restaurant
552;-77.6;05/02/2025;2222;25;Public Transports;Train
553;-51.78;21/10/2024;3333;21;Health;Pharmacy
554;-57.29;16/09/2025;3333;13;Leisure;Activities
555;-121.06;01/04/2025;3333;18;Health;Medical Appointments
556;-554.82;29/02/2024;1111;23;Taxes;Income Taxes
557;-179.46;25/04/2024;2222;7;Home Expenses;Heating
558;-147.32;11/02/2025;3333;7;Home Expenses;Heating
559;-143.55;05/02/2025;2222;6;Home Expenses;Electricity
560;-26.78;22/06/2023;2222;16;Leisure;Restaurant
561;-87.45;16/04/2024;3333;16;Leisure;Restaurant
562;-155.62;19/11/2024;2222;2;Car;Maintenance
563;-80.78;17/04/2025;2222;16;Leisure;Restaurant
564;-97.55;22/02/2025;1111;18;Health;Medical Appointments
565;-94.17;27/06/2024;3333;6;Home Expenses;Electricity
566;-84.64;18/06/2023;2222;3;Purchases;Home Items
567;-56.15;10/06/2023;2222;21;Health;Pharmacy
568;-298.41;27/05/2023;2222;9;Holidays;Airplane
569;-177.43;14/11/2024;1111;2;Car;Maintenance
570;-19.82;11/09/2024;3333;26;Public Transports;Bus
571;-43.05;26/01/2024;3333;26;Public Transports;Bus
572;-79.9;18/06/2024;1111;16;Leisure;Restaurant
573;-120.46;10/12/2024;2222;11;Holidays;Extra Holiday Expenses
574;-41.98;25/01/2023;2222;14;Leisure;Bar
575;-56.14;02/11/2023;2222;25;Public Transports;Train
576;-426.93;05/03/2024;2222;9;Holidays;Airplane
577;-715.83;17/08/2025;3333;9;Holidays;Airplane
578;-64.29;25/06/2023;2222;16;Leisure;Restaurant
579;-174.33;05/05/2025;1111;7;Home Expenses;Heating
580;-78.5;03/03/2023;2222;16;Leisure;Restaurant
581;-47.33;20/09/2023;2222;5;Home Expenses;Water
582;-32.61;27/12/2024;2222;28;Clothing;Clothes
583;-619.15;06/04/2025;3333;9;Holidays;Airplane
584;-43.97;17/02/2023;3333;22;Taxes;Documents
585;-278.98;11/11/2023;2222;2;Car;Maintenance
586;-540.89;11/03/2025;2222;23;Taxes;Income Taxes
587;-288.71;11/05/2023;3333;7;Home Expenses;Heating
588;-13.48;11/08/2023;2222;14;Leisure;Bar
589;-773.36;15/09/2024;1111;23;Taxes;Income Taxes
590;-60.43;30/12/2023;1111;6;Home Expenses;Electricity
591;-128.61;24/02/2023;1111;27;Clothing;Shoes
592;-95.29;01/03/2025;2222;7;Home Expenses;Heating
593;-131.27;24/05/2023;2222;7;Home Expenses;Heating
594;-129.54;23/01/2023;1111;2;Car;Maintenance
595;873.74;21/04/2025;2222;12;Income;Investiments
596;-148.96;22/09/2023;3333;6;Home Expenses;Electricity
597;-169.56;21/05/2023;2222;15;Groceries;Groceries
598;-108.59;26/02/2024;2222;7;Home Expenses;Heating
599;-254.47;30/08/2025;1111;15;Groceries;Groceries
600;-58.75;27/09/2024;3333;16;Leisure;Restaurant
601;-190.54;28/07/2025;2222;7;Home Expenses;Heating
602;-81.64;20/10/2023;2222;7;Home Expenses;Heating
603;-168.42;20/05/2024;3333;3;Purchases;Home Items
604;919.27;02/10/2025;2222;12;Income;Investiments
605;-94.9;06/07/2023;2222;16;Leisure;Restaurant
606;-89.29;23/07/2025;2222;25;Public Transports;Train
607;-171.68;01/09/2024;2222;27;Clothing;Shoes
608;-71.17;25/12/2023;2222;16;Leisure;Restaurant
609;-379.58;03/06/2025;2222;9;Holidays;Airplane
610;-45.99;11/01/2024;3333;14;Leisure;Bar
611;-166.87;31/03/2023;1111;23;Taxes;Income Taxes
612;-77.38;20/08/2024;3333;6;Home Expenses;Electricity
613;-145.65;20/03/2024;2222;3;Purchases;Home Items
614;-298.1;06/09/2023;2222;15;Groceries;Groceries
615;-155.97;30/10/2025;2222;3;Purchases;Home Items
616;-162.73;01/06/2024;1111;15;Groceries;Groceries
617;-14.02;24/02/2023;1111;21;Health;Pharmacy
618;-72.5;03/08/2025;2222;25;Public Transports;Train
619;771.36;03/02/2024;2222;12;Income;Investiments
620;-32.9;23/08/2023;3333;2;Car;Maintenance
621;-39.81;08/08/2025;2222;5;Home Expenses;Water
622;-28.87;11/05/2024;3333;16;Leisure;Restaurant
623;-38.23;25/07/2024;1111;16;Leisure;Restaurant
624;-133.85;25/07/2023;1111;6;Home Expenses;Electricity
625;-81.04;11/03/2025;1111;11;Holidays;Extra Holiday Expenses
626;-140.85;23/01/2023;3333;3;Purchases;Home Items
627;-176.75;03/01/2025;1111;10;Holidays;Hotel Stays
628;-237.17;18/03/2024;2222;7;Home Expenses;Heating
629;-28.6;30/07/2023;2222;27;Clothing;Shoes
630;-75.5;18/04/2023;3333;27;Clothing;Shoes
631;-54.87;11/02/2025;1111;1;Car;Fuel
632;-574.64;03/05/2024;1111;9;Holidays;Airplane
633;-22.89;27/02/2023;1111;3;Purchases;Home Items
634;838.47;10/05/2023;1111;12;Income;Investiments
635;-807.08;10/12/2023;3333;4;Purchases;Electronics
636;-54.4;15/11/2025;1111;6;Home Expenses;Electricity
637;390.41;24/01/2024;3333;12;Income;Investiments
638;-285.55;20/03/2025;2222;7;Home Expenses;Heating
639;-270.79;05/08/2023;2222;4;Purchases;Electronics
640;256.26;03/04/2025;3333;12;Income;Investiments
641;110.78;11/03/2024;2222;12;Income;Investiments
642;-266.02;24/07/2024;3333;9;Holidays;Airplane
643;-20;05/07/2024;1111;24;Telecom;Telecom
644;-125.38;20/10/2025;1111;15;Groceries;Groceries
645;-116.51;18/12/2023;2222;27;Clothing;Shoes
646;-619.87;06/03/2025;3333;4;Purchases;Electronics
647;-43.93;26/12/2023;3333;27;Clothing;Shoes
648;-77.23;14/09/2025;1111;27;Clothing;Shoes
649;115.88;08/07/2025;2222;12;Income;Investiments
650;-67.65;21/04/2024;3333;21;Health;Pharmacy
651;-593.24;28/01/2023;1111;23;Taxes;Income Taxes
652;-111.63;12/09/2023;2222;1;Car;Fuel
653;-937.91;13/05/2024;3333;9;Holidays;Airplane
654;-30.79;06/02/2025;2222;3;Purchases;Home Items
655;-100.5;08/02/2025;1111;11;Holidays;Extra Holiday Expenses
656;-13.41;27/06/2025;3333;25;Public Transports;Train
657;220.84;12/10/2024;3333;12;Income;Investiments
658;-170.64;29/04/2025;3333;2;Car;Maintenance
659;-237.64;14/04/2024;3333;11;Holidays;Extra Holiday Expenses
660;408.46;26/02/2024;3333;12;Income;Investiments
661;-274.79;23/05/2024;3333;2;Car;Maintenance
662;-149.51;20/02/2025;3333;27;Clothing;Shoes
663;265.19;13/01/2023;1111;12;Income;Investiments
664;-60.5;30/01/2024;1111;18;Health;Medical Appointments
665;-99.28;23/02/2024;1111;25;Public Transports;Train
666;-51.26;23/02/2024;1111;3;Purchases;Home Items
667;-17.03;14/08/2025;2222;21;Health;Pharmacy
668;-122.17;16/05/2024;2222;6;Home Expenses;Electricity
669;-110.59;12/09/2024;2222;6;Home Expenses;Electricity
670;-413.79;17/02/2024;2222;23;Taxes;Income Taxes
671;-62;06/01/2025;2222;18;Health;Medical Appointments
672;-12.55;22/06/2025;2222;14;Leisure;Bar
673;-64.85;06/06/2025;1111;21;Health;Pharmacy
674;-52.97;20/02/2025;2222;18;Health;Medical Appointments
675;-156.59;06/09/2024;3333;3;Purchases;Home Items
676;-32.22;26/12/2023;2222;16;Leisure;Restaurant
677;-25.86;17/07/2025;2222;14;Leisure;Bar
678;-30.3;11/09/2025;1111;14;Leisure;Bar
679;222.99;19/08/2025;1111;12;Income;Investiments
680;-57.48;09/01/2023;1111;5;Home Expenses;Water
681;-75.73;05/02/2025;2222;21;Health;Pharmacy
682;-46.66;19/03/2025;3333;14;Leisure;Bar
683;-44.56;22/09/2024;3333;13;Leisure;Activities
684;-149.86;21/03/2023;1111;23;Taxes;Income Taxes
685;-46.95;29/11/2023;1111;14;Leisure;Bar
686;-289.27;14/12/2024;3333;15;Groceries;Groceries
687;-107.95;24/01/2025;3333;27;Clothing;Shoes
688;-205.74;18/05/2025;3333;2;Car;Maintenance
689;-442.35;12/03/2023;2222;9;Holidays;Airplane
690;-73.59;27/02/2023;3333;25;Public Transports;Train
691;-34.04;19/06/2024;3333;26;Public Transports;Bus
692;-142.75;29/10/2023;2222;16;Leisure;Restaurant
693;-802.15;27/11/2023;1111;9;Holidays;Airplane
694;-782.42;26/02/2025;2222;4;Purchases;Electronics
695;-125.51;14/06/2023;3333;27;Clothing;Shoes
696;-272.72;06/12/2023;2222;7;Home Expenses;Heating
697;-445.92;22/10/2025;3333;10;Holidays;Hotel Stays
698;-44.9;22/09/2024;3333;26;Public Transports;Bus
699;-238.12;02/07/2023;1111;15;Groceries;Groceries
700;-61.54;06/12/2024;1111;25;Public Transports;Train
701;-474.37;26/03/2025;3333;10;Holidays;Hotel Stays
702;-51.61;11/12/2023;2222;11;Holidays;Extra Holiday Expenses
703;-59.69;05/05/2025;3333;1;Car;Fuel
704;-213.63;01/06/2025;1111;15;Groceries;Groceries
705;-87.47;03/10/2023;1111;6;Home Expenses;Electricity
706;-77.3;14/08/2023;2222;18;Health;Medical Appointments
707;-670.06;16/01/2024;1111;23;Taxes;Income Taxes
708;-232.48;28/01/2024;2222;2;Car;Maintenance
709;-160.18;12/08/2023;3333;15;Groceries;Groceries
710;-57.98;25/06/2023;2222;6;Home Expenses;Electricity
711;-312.92;01/12/2024;1111;4;Purchases;Electronics
712;-264.35;20/09/2025;3333;23;Taxes;Income Taxes
713;-59.03;28/06/2024;1111;4;Purchases;Electronics
714;-31.21;27/03/2023;1111;26;Public Transports;Bus
715;-194.91;15/01/2023;2222;7;Home Expenses;Heating
716;-56;28/06/2024;2222;16;Leisure;Restaurant
717;-163.54;29/05/2025;2222;18;Health;Medical Appointments
718;-71.37;03/12/2024;2222;13;Leisure;Activities
719;-1140.99;27/03/2025;2222;9;Holidays;Airplane
720;-32.86;30/12/2024;2222;16;Leisure;Restaurant
721;-52.93;02/04/2025;3333;4;Purchases;Electronics
722;-30.77;09/09/2023;3333;5;Home Expenses;Water
723;-575.53;24/05/2024;2222;10;Holidays;Hotel Stays
724;-100.39;31/08/2025;3333;16;Leisure;Restaurant
725;-215.06;07/01/2023;3333;15;Groceries;Groceries
726;114.97;07/01/2025;1111;12;Income;Investiments
727;-117.89;28/06/2025;1111;28;Clothing;Clothes
728;-20;03/01/2025;2222;24;Telecom;Telecom
729;-284.77;02/09/2025;3333;15;Groceries;Groceries
730;-182.94;27/02/2025;2222;27;Clothing;Shoes
731;-39.75;21/10/2023;3333;16;Leisure;Restaurant
732;-649.4;30/10/2025;1111;23;Taxes;Income Taxes
733;-44.94;28/06/2023;2222;5;Home Expenses;Water
734;-49.83;14/08/2025;1111;26;Public Transports;Bus
735;-144.16;14/09/2025;3333;16;Leisure;Restaurant
736;-39.27;09/03/2024;1111;16;Leisure;Restaurant
737;-36.5;05/08/2023;2222;26;Public Transports;Bus
738;-25.26;30/10/2024;2222;27;Clothing;Shoes
739;-210.19;11/06/2024;3333;10;Holidays;Hotel Stays
740;-192.73;10/09/2023;3333;18;Health;Medical Appointments
741;-57.68;04/10/2025;1111;5;Home Expenses;Water
742;-79.9;03/04/2024;3333;27;Clothing;Shoes
743;-33.23;03/12/2024;2222;16;Leisure;Restaurant
744;-153.73;20/02/2025;3333;27;Clothing;Shoes
745;-80.66;13/06/2025;1111;25;Public Transports;Train
746;-459.09;18/08/2024;1111;9;Holidays;Airplane
747;-134.68;21/01/2024;3333;4;Purchases;Electronics
748;-594.2;18/09/2023;2222;4;Purchases;Electronics
749;-30.96;04/01/2023;2222;14;Leisure;Bar
750;-189.32;24/01/2024;2222;2;Car;Maintenance
751;-129.91;17/01/2025;3333;15;Groceries;Groceries
752;-45.59;30/03/2024;1111;5;Home Expenses;Water
753;-5.41;01/08/2025;2222;14;Leisure;Bar
754;-54.48;30/08/2024;1111;5;Home Expenses;Water
755;-152;29/10/2023;3333;18;Health;Medical Appointments
756;-86.47;12/03/2023;3333;11;Holidays;Extra Holiday Expenses
757;378;10/09/2023;2222;12;Income;Investiments
758;-123.31;17/03/2024;2222;27;Clothing;Shoes
759;-226.04;10/02/2025;1111;11;Holidays;Extra Holiday Expenses
760;237.43;07/03/2024;3333;12;Income;Investiments
761;-900.41;18/04/2023;1111;9;Holidays;Airplane
762;-159.11;04/09/2024;3333;18;Health;Medical Appointments
763;-149.11;14/03/2025;2222;6;Home Expenses;Electricity
764;-219.47;14/12/2024;2222;15;Groceries;Groceries
765;-8.23;02/08/2024;2222;14;Leisure;Bar
766;-186.15;17/03/2025;1111;27;Clothing;Shoes
767;-39.7;21/04/2023;3333;5;Home Expenses;Water
768;-164.38;02/12/2023;3333;11;Holidays;Extra Holiday Expenses
769;-43.26;15/09/2025;2222;5;Home Expenses;Water
770;-36.29;05/02/2024;3333;5;Home Expenses;Water
771;-10.82;28/07/2023;3333;25;Public Transports;Train
772;-41.3;24/05/2025;3333;5;Home Expenses;Water
773;-142.6;16/07/2023;2222;6;Home Expenses;Electricity
774;-76.94;18/04/2023;1111;18;Health;Medical Appointments
775;-68.51;07/06/2025;1111;21;Health;Pharmacy
776;-75.03;16/05/2024;1111;25;Public Transports;Train
777;-278.81;27/09/2025;2222;4;Purchases;Electronics
778;-127.31;20/12/2023;3333;27;Clothing;Shoes
779;-131.35;03/07/2023;2222;28;Clothing;Clothes
780;-44.39;30/06/2025;2222;25;Public Transports;Train
781;-62;19/06/2023;1111;1;Car;Fuel
782;-146.21;09/11/2025;1111;18;Health;Medical Appointments
783;-108.69;09/09/2025;2222;1;Car;Fuel
784;-154.16;06/01/2024;2222;27;Clothing;Shoes
785;-199.99;07/06/2025;2222;18;Health;Medical Appointments
786;-187.67;28/10/2024;1111;23;Taxes;Income Taxes
787;-183.6;14/01/2024;2222;27;Clothing;Shoes
788;-23.55;27/09/2025;1111;27;Clothing;Shoes
789;-85.34;12/09/2023;1111;21;Health;Pharmacy
790;-45.39;06/01/2024;3333;26;Public Transports;Bus
791;-52.39;04/07/2025;2222;27;Clothing;Shoes
792;-87.19;27/02/2024;3333;4;Purchases;Electronics
793;-58.78;09/06/2024;1111;6;Home Expenses;Electricity
794;-196.39;02/11/2025;2222;3;Purchases;Home Items
795;-96.96;18/12/2023;2222;13;Leisure;Activities
796;-5;07/09/2024;1111;26;Public Transports;Bus
797;-91.42;23/08/2024;3333;21;Health;Pharmacy
798;-55.59;01/10/2025;3333;16;Leisure;Restaurant
799;570.4;22/12/2024;3333;12;Income;Investiments
800;-60.85;22/07/2023;3333;16;Leisure;Restaurant
801;-94.02;21/01/2024;1111;2;Car;Maintenance
802;-264.02;16/03/2024;1111;11;Holidays;Extra Holiday Expenses
803;-57.6;05/01/2025;2222;16;Leisure;Restaurant
804;-51.87;14/05/2025;1111;5;Home Expenses;Water
805;-40.4;20/02/2025;3333;16;Leisure;Restaurant
806;-90.01;20/06/2023;2222;6;Home Expenses;Electricity
807;-24.14;21/10/2023;3333;26;Public Transports;Bus
808;-95.52;05/07/2024;3333;7;Home Expenses;Heating
809;-136.2;01/02/2025;3333;27;Clothing;Shoes
810;-34.15;13/11/2025;3333;26;Public Transports;Bus
811;-91.97;11/11/2023;2222;6;Home Expenses;Electricity
812;-144.74;21/05/2024;1111;15;Groceries;Groceries
813;-162.31;14/08/2023;3333;10;Holidays;Hotel Stays
814;-52.54;05/11/2024;3333;16;Leisure;Restaurant
815;-85.31;14/11/2024;2222;3;Purchases;Home Items
816;-56.07;07/04/2024;2222;5;Home Expenses;Water
817;-59.79;31/03/2024;2222;1;Car;Fuel
818;-793.6;10/09/2023;1111;4;Purchases;Electronics
819;-75.55;19/09/2024;3333;21;Health;Pharmacy
820;-64.33;15/12/2024;3333;18;Health;Medical Appointments
821;-705.78;09/07/2024;3333;23;Taxes;Income Taxes
822;-901.74;16/12/2023;2222;4;Purchases;Electronics
823;-13.13;04/04/2025;2222;14;Leisure;Bar
824;-189.3;20/01/2023;3333;23;Taxes;Income Taxes
825;-74.19;16/09/2023;1111;21;Health;Pharmacy
826;-30.54;01/07/2024;1111;14;Leisure;Bar
827;-202.58;28/01/2025;3333;28;Clothing;Clothes
828;-878.22;06/05/2025;3333;9;Holidays;Airplane
829;-43.8;25/12/2024;2222;16;Leisure;Restaurant
830;-35.81;26/05/2025;3333;21;Health;Pharmacy
831;-178.65;13/04/2024;2222;27;Clothing;Shoes
832;-87.21;17/09/2024;2222;25;Public Transports;Train
833;860.72;12/06/2023;1111;12;Income;Investiments
834;-94.81;11/07/2023;1111;28;Clothing;Clothes
835;-140.19;08/08/2024;3333;23;Taxes;Income Taxes
836;-171.25;22/01/2023;2222;18;Health;Medical Appointments
837;-27.89;07/10/2023;2222;26;Public Transports;Bus
838;-127.25;13/09/2023;2222;18;Health;Medical Appointments
839;-111.63;15/01/2023;3333;1;Car;Fuel
840;-225.65;07/12/2024;1111;15;Groceries;Groceries
841;-208.52;28/03/2023;3333;28;Clothing;Clothes
842;-145.4;05/04/2024;1111;16;Leisure;Restaurant
843;-86.07;01/10/2023;3333;3;Purchases;Home Items
844;-95.72;15/05/2025;2222;13;Leisure;Activities
845;-12.67;20/08/2023;2222;14;Leisure;Bar
846;-16.24;30/08/2023;2222;26;Public Transports;Bus
847;-170.78;26/06/2024;1111;11;Holidays;Extra Holiday Expenses
848;-123.8;17/03/2025;1111;1;Car;Fuel
849;-282.28;21/11/2025;1111;11;Holidays;Extra Holiday Expenses
850;-136.02;26/09/2025;1111;16;Leisure;Restaurant
851;-10.53;31/07/2025;2222;13;Leisure;Activities
852;-138.47;11/01/2023;2222;11;Holidays;Extra Holiday Expenses
853;-80.26;27/12/2024;1111;28;Clothing;Clothes
854;-459.26;09/02/2024;1111;4;Purchases;Electronics
855;-56.29;11/11/2023;2222;21;Health;Pharmacy
856;-917.45;15/01/2023;1111;4;Purchases;Electronics
857;-16.26;21/08/2025;2222;26;Public Transports;Bus
858;-36.94;27/05/2025;1111;13;Leisure;Activities
859;-84.92;11/08/2023;2222;16;Leisure;Restaurant
860;-42.77;28/11/2023;1111;26;Public Transports;Bus
861;-77.24;12/01/2023;2222;13;Leisure;Activities
862;-55.72;24/01/2024;2222;27;Clothing;Shoes
863;-66.09;12/05/2025;3333;2;Car;Maintenance
864;910.9;25/11/2023;3333;12;Income;Investiments
865;-288.64;28/06/2024;1111;7;Home Expenses;Heating
866;-172.27;11/10/2025;3333;15;Groceries;Groceries
867;-42.94;29/03/2025;3333;27;Clothing;Shoes
868;-279.36;07/03/2025;1111;28;Clothing;Clothes
869;-959.79;13/02/2023;1111;4;Purchases;Electronics
870;-40.32;28/01/2023;3333;5;Home Expenses;Water
871;-252.04;01/12/2024;2222;9;Holidays;Airplane
872;-66.87;08/06/2025;2222;16;Leisure;Restaurant
873;-120.56;19/06/2023;2222;11;Holidays;Extra Holiday Expenses
874;-817.61;13/11/2025;1111;9;Holidays;Airplane
875;-481.14;24/08/2023;2222;9;Holidays;Airplane
876;-64.52;28/05/2025;1111;27;Clothing;Shoes
877;-155.97;31/07/2023;3333;18;Health;Medical Appointments
878;-165.63;07/01/2024;1111;28;Clothing;Clothes
879;-540.24;01/11/2023;1111;23;Taxes;Income Taxes
880;-175.68;20/03/2023;2222;4;Purchases;Electronics
881;-284.4;23/05/2025;1111;7;Home Expenses;Heating
882;-20;03/03/2024;2222;24;Telecom;Telecom
883;-181.24;18/04/2024;1111;15;Groceries;Groceries
884;483.47;06/05/2023;3333;12;Income;Investiments
885;-210.97;15/09/2024;1111;15;Groceries;Groceries
886;-281.79;19/12/2024;3333;10;Holidays;Hotel Stays
887;-111.74;08/04/2023;1111;15;Groceries;Groceries
888;-30.14;20/10/2024;1111;2;Car;Maintenance
889;-168.01;26/07/2023;2222;11;Holidays;Extra Holiday Expenses
890;-75.23;03/10/2025;2222;6;Home Expenses;Electricity
891;373.92;18/07/2023;3333;12;Income;Investiments
892;-118.3;24/09/2023;2222;1;Car;Fuel
893;-76.72;10/01/2025;3333;13;Leisure;Activities
894;-470.2;31/01/2025;1111;23;Taxes;Income Taxes
895;-34.84;25/02/2025;1111;25;Public Transports;Train
896;-173.96;04/09/2023;1111;4;Purchases;Electronics
897;-777.83;26/01/2024;1111;23;Taxes;Income Taxes
898;-100.24;22/07/2023;1111;27;Clothing;Shoes
899;-69.52;09/09/2024;3333;16;Leisure;Restaurant
900;-198.45;18/02/2024;3333;18;Health;Medical Appointments
901;-71.49;19/09/2023;1111;28;Clothing;Clothes
902;-187.62;01/06/2024;3333;15;Groceries;Groceries
903;-90.54;07/07/2025;3333;13;Leisure;Activities
904;-41.14;12/06/2025;1111;27;Clothing;Shoes
905;-112.85;28/10/2025;1111;18;Health;Medical Appointments
906;-109.92;22/09/2023;2222;6;Home Expenses;Electricity
907;-288.07;05/05/2023;3333;2;Car;Maintenance
908;-242.96;25/03/2025;2222;7;Home Expenses;Heating
909;-28.96;17/11/2025;1111;26;Public Transports;Bus
910;-93.77;09/11/2025;2222;6;Home Expenses;Electricity
911;-82.35;31/03/2025;3333;16;Leisure;Restaurant
912;-203.46;08/01/2023;1111;10;Holidays;Hotel Stays
913;-252.47;19/01/2023;3333;23;Taxes;Income Taxes
914;-85.5;14/06/2024;2222;16;Leisure;Restaurant
915;-496.36;03/07/2024;3333;9;Holidays;Airplane
916;-212.55;04/04/2023;3333;4;Purchases;Electronics
917;-491.84;31/10/2023;2222;9;Holidays;Airplane
918;-38.11;16/04/2023;3333;5;Home Expenses;Water
919;-1189.54;06/03/2024;3333;9;Holidays;Airplane
920;-51.33;12/12/2024;3333;4;Purchases;Electronics
921;-78.61;26/10/2024;1111;16;Leisure;Restaurant
922;-179.12;24/06/2024;3333;27;Clothing;Shoes
923;-42.25;26/08/2024;2222;5;Home Expenses;Water
924;-199.01;22/01/2023;2222;2;Car;Maintenance
925;-930.48;26/07/2024;1111;9;Holidays;Airplane
926;-585.8;06/08/2023;3333;10;Holidays;Hotel Stays
927;-215.79;11/06/2024;3333;28;Clothing;Clothes
928;-64.39;27/02/2024;2222;25;Public Transports;Train
929;-524.26;22/02/2024;3333;9;Holidays;Airplane
930;-82.7;20/03/2025;1111;25;Public Transports;Train
931;-50.12;07/06/2025;2222;16;Leisure;Restaurant
932;-57.07;11/07/2023;2222;5;Home Expenses;Water
933;-95.94;27/12/2023;1111;6;Home Expenses;Electricity
934;-443.36;05/01/2024;3333;23;Taxes;Income Taxes
935;-55.26;30/11/2023;1111;11;Holidays;Extra Holiday Expenses
936;-35.93;20/01/2024;1111;14;Leisure;Bar
937;-32.16;17/05/2024;2222;5;Home Expenses;Water
938;-97.33;25/07/2023;3333;25;Public Transports;Train
939;-22.36;25/01/2023;3333;21;Health;Pharmacy
940;-408.98;12/02/2023;1111;4;Purchases;Electronics
941;-126.34;31/03/2023;1111;1;Car;Fuel
942;-970.12;02/07/2024;1111;9;Holidays;Airplane
943;-63.97;20/01/2023;1111;25;Public Transports;Train
944;-78.89;24/11/2024;3333;16;Leisure;Restaurant
945;-56.42;10/09/2025;3333;3;Purchases;Home Items
946;-126.01;21/09/2024;2222;16;Leisure;Restaurant
947;-73.18;25/04/2023;3333;18;Health;Medical Appointments
948;-68.14;10/09/2023;1111;27;Clothing;Shoes
949;-57.76;30/08/2024;1111;2;Car;Maintenance
950;-89.78;30/04/2025;1111;21;Health;Pharmacy
951;-141.22;19/02/2023;1111;1;Car;Fuel
952;-146.35;24/12/2024;3333;15;Groceries;Groceries
953;-106.47;26/02/2025;3333;11;Holidays;Extra Holiday Expenses
954;-168.1;19/08/2023;2222;27;Clothing;Shoes
955;-149.08;04/04/2024;1111;6;Home Expenses;Electricity
956;-139.33;14/11/2024;1111;11;Holidays;Extra Holiday Expenses
957;-93.1;23/06/2023;1111;13;Leisure;Activities
958;-37.56;27/05/2025;3333;16;Leisure;Restaurant
959;639.65;20/05/2025;1111;12;Income;Investiments
960;-35.92;10/08/2024;2222;26;Public Transports;Bus
961;-307.54;19/10/2025;3333;4;Purchases;Electronics
962;-93.96;06/06/2023;1111;13;Leisure;Activities
963;-53.33;28/10/2023;2222;5;Home Expenses;Water
964;-41.72;06/09/2025;1111;5;Home Expenses;Water
965;-598.95;24/07/2024;1111;4;Purchases;Electronics
966;-78.15;19/09/2023;1111;3;Purchases;Home Items
